Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1192)   P(D|M,rr[2]=0.4488)   P(D|M,rr[3]=0.9839)   P(D|M,rr[4]=2.4482)   Posterior mean        P(D|M,rr[0]=0)  
1      1.03642e-06     4.54603e-06           1.19336e-08           3.80773e-13           3.37518e-24           0.131993              0               
2      9.12814e-19     8.44978e-19           3.16847e-18           9.12099e-22           5.94454e-32           0.417278              0               
3      0.00795766      0.0120213             0.000166797           1.83976e-07           3.82962e-15           0.0473719             0.057337        
4      6.29196e-06     2.76609e-05           9.80411e-09           9.52045e-15           4.36655e-30           0.131173              0               
5      0.000109462     0.000458965           2.23766e-05           5.06185e-08           2.61741e-15           0.147989              0               
6      6.19178e-19     9.32124e-20           2.56352e-18           6.6278e-20            7.40966e-27           0.495334              0               
7      0.00563968      0.00369599            2.8353e-06            4.65191e-11           1.84155e-22           0.0195846             0.053052        
8      1.46657e-09     6.42205e-09           2.75956e-11           4.91553e-16           5.21297e-27           0.132595              0               
9      0.00219362      0.000754536           7.03766e-08           2.87483e-14           3.17315e-30           0.0102531             0.022355        
10     1.12069e-05     4.9163e-05            1.22623e-07           3.58732e-12           2.42832e-23           0.131946              0               
11     1.45082e-26     2.53648e-30           5.50123e-26           8.78912e-27           9.68205e-35           0.574441              0               
12     1.31213e-31     1.71082e-35           3.97923e-31           1.79108e-31           1.96402e-37           0.676002              0               
13     4.01715e-28     2.67164e-37           5.41362e-31           2.5399e-28            1.51212e-27           2.4595                0               
14     4.77269e-26     5.72506e-34           6.45302e-28           1.14444e-25           9.48035e-26           1.80705               0               
15     1.40487e-24     1.36144e-31           5.39179e-26           4.91231e-24           1.2121e-24            1.3924                0               
16     4.56298e-26     1.04099e-31           6.47888e-27           1.75463e-25           1.87286e-26           1.21295               0               
17     0.042302        0.042302              0.042302              0.042302              0.042302              1                     0.042302        
18     1.9083e-34      8.89234e-42           3.23506e-35           8.06469e-34           4.09143e-37           1.0598                0               
19     2.0671e-24      2.16143e-27           4.13208e-24           4.95594e-24           4.78326e-28           0.814156              0               
20     3.00919e-10     2.00133e-13           9.51414e-12           9.01396e-11           1.22352e-09           2.56578               0               
21     0.00788742      0.0112298             0.00920815            0.00667472            0.00277487            0.596877              0.012066        
22     0.00012175      3.38101e-05           0.000107991           0.000180789           0.00021284            1.54298               0               
23     6.37246e-05     3.18315e-05           8.3948e-05            0.000104475           5.99927e-05           1.14214               0               
24     3.79005e-08     1.62805e-09           1.71459e-08           5.1631e-08            9.62732e-08           1.94179               0               
25     1.03718e-12     1.91469e-15           4.63637e-13           2.86285e-12           1.23288e-12           1.45665               0               
26     1.52934e-14     9.85039e-19           3.99643e-16           7.5812e-15            5.92752e-14           2.49706               0               
27     7.82558e-34     1.25326e-38           1.11406e-33           2.32743e-33           1.33362e-38           0.891263              0               
28     5.10689e-31     5.39158e-37           5.48268e-32           2.11808e-30           7.29897e-32           1.11965               0               
29     2.90343e-28     6.84205e-32           7.7654e-28            5.00254e-28           1.86228e-33           0.723879              0               
30     2.65705e-26     3.62477e-28           1.16104e-25           3.85054e-28           1.61484e-37           0.494235              0               
31     1.10356e-15     3.41865e-15           1.43448e-15           1.00589e-19           3.74808e-31           0.238173              0               
