Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1168)   P(D|M,rr[2]=0.4448)   P(D|M,rr[3]=0.9814)   P(D|M,rr[4]=2.4571)   Posterior mean        P(D|M,rr[0]=0)  
1      1.28693e-06     5.59057e-06           2.96472e-08           2.33949e-12           1.08134e-22           0.129362              0               
2      1.50038e-18     5.47762e-19           5.99938e-18           5.24442e-21           1.66981e-30           0.456109              0               
3      0.00817556      0.0143491             0.000302636           6.08649e-07           4.83833e-14           0.0553642             0.057337        
4      7.60942e-06     3.32023e-05           2.92531e-08           9.91077e-14           4.41095e-28           0.127788              0               
5      0.000113694     0.000461487           3.48881e-05           1.4498e-07            2.82373e-14           0.152911              0               
6      3.47405e-18     6.69495e-20           1.36485e-17           1.45626e-18           6.94563e-25           0.540234              0               
7      0.00560462      0.00499034            7.5641e-06            3.0125e-10            5.91845e-21           0.0261398             0.053052        
8      1.00371e-09     4.32838e-09           5.4969e-11            3.23109e-15           1.9569e-25            0.131964              0               
9      0.00213316      0.00110781            2.56005e-07           3.72897e-13           4.21275e-28           0.015172              0.022355        
10     1.364e-05       5.92694e-05           2.98547e-07           2.1537e-11            7.38645e-22           0.129268              0               
11     5.14441e-26     1.78084e-30           1.45879e-25           7.87836e-26           8.26418e-33           0.691032              0               
12     1.35713e-31     5.49147e-36           2.75963e-31           3.1671e-31            2.02618e-36           0.798667              0               
13     1.18835e-28     5.52336e-36           1.80175e-30           1.68462e-28           3.48709e-28           2.15201               0               
14     1.43669e-26     3.51575e-35           6.45529e-29           1.93561e-26           4.33219e-26           2.18333               0               
15     3.98517e-24     7.98518e-31           1.44653e-25           1.19195e-23           5.33964e-24           1.56092               0               
16     6.94873e-26     3.53291e-32           3.98217e-27           2.14408e-25           8.50718e-26           1.51545               0               
17     0.042302        0.042302              0.042302              0.042302              0.042302              1                     0.042302        
18     4.2511e-34      3.19188e-41           6.47247e-35           1.78885e-33           2.95281e-36           1.05361               0               
19     1.46973e-22     5.08114e-25           3.5702e-22            2.84304e-22           2.31994e-26           0.744891              0               
20     2.73339e-10     1.73707e-13           8.57539e-12           8.19191e-11           1.10305e-09           2.55591               0               
21     0.00811762      0.0113208             0.00946564            0.00706542            0.00316895            0.623705              0.012066        
22     0.000118848     3.02349e-05           9.93241e-05           0.000171687           0.000217783           1.5804                0               
23     6.42756e-05     2.8693e-05            7.92795e-05           0.000104518           6.82114e-05           1.20102               0               
24     3.73408e-08     1.33923e-09           1.48654e-08           4.73455e-08           9.95231e-08           1.9936                0               
25     5.00865e-12     2.44394e-15           1.18996e-12           1.21661e-11           8.515e-12             1.66669               0               
26     9.04894e-14     1.54111e-18           8.60362e-16           2.39818e-14           3.70338e-13           2.58006               0               
27     1.45197e-32     1.03166e-36           2.88204e-32           3.45883e-32           2.83106e-37           0.805171              0               
28     1.07037e-28     2.74251e-34           1.28158e-29           4.33182e-28           2.14479e-29           1.12934               0               
29     6.04483e-28     2.47358e-32           9.91415e-28           1.64841e-27           2.20504e-32           0.851443              0               
30     8.84192e-25     8.98893e-26           3.7648e-24            6.71868e-27           4.08959e-36           0.478259              0               
31     8.44101e-17     6.55244e-17           3.0294e-16            1.67403e-19           1.12337e-29           0.422189              0               
32     3.56253e-15     1.07608e-15           1.35491e-14           9.32889e-16           3.12844e-21           0.49594               0               
33     0.00814677      0.0142326             0.000293386           5.68357e-07           4.07588e-14           0.0550152             0.057337        
34     2.3068e-18      2.03741e-18           8.03246e-18           4.2775e-21            5.73554e-31           0.413402              0               
35     2.15571e-13     6.00632e-19           1.07011e-15           4.87487e-14           8.91615e-13           2.5967                0               
36     7.95072e-06     1.99746e-06           1.27864e-05           1.66465e-05           3.29164e-06           0.954149              0               
37     5.99477e-06     7.72838e-06           1.18005e-05           6.20447e-06           4.46765e-07           0.55621               0               
38     5.88256e-05     4.05357e-05           9.75669e-05           9.5926e-05            2.2872e-05            0.84345               0               
