Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1150)   P(D|M,rr[2]=0.4418)   P(D|M,rr[3]=0.9796)   P(D|M,rr[4]=2.4636)   Posterior mean        P(D|M,rr[0]=0)  
1      1.55772e-06     6.75117e-06           4.27164e-08           4.14589e-12           2.6281e-22            0.127627              0               
2      9.62476e-19     2.629e-19             3.93014e-18           4.72303e-21           1.91327e-30           0.460064              0               
3      0.00828852      0.0150763             0.000349492           7.9088e-07            8.21417e-14           0.0569732             0.057337        
4      8.99127e-06     3.91718e-05           4.29648e-08           1.913e-13             1.58907e-27           0.125777              0               
5      0.000118901     0.000478317           4.00732e-05           1.88124e-07           4.80234e-14           0.153264              0               
6      1.3588e-18      9.53383e-20           5.54877e-18           2.82196e-19           9.75992e-26           0.50391               0               
7      0.00564342      0.00542929            9.64735e-06           4.66339e-10           1.3171e-20            0.0278469             0.053052        
8      2.1306e-09      9.17829e-09           1.14159e-10           5.87143e-15           2.35169e-25           0.129765              0               
9      0.00213537      0.00123322            3.49946e-07           6.60367e-13           1.41209e-27           0.0166211             0.022355        
10     1.50179e-05     6.51107e-05           3.88534e-07           3.42142e-11           1.65496e-21           0.127501              0               
11     1.48292e-26     5.46143e-31           3.66123e-26           2.80637e-26           2.12902e-33           0.736149              0               
12     2.16829e-31     8.59506e-36           4.49061e-31           4.96614e-31           2.26913e-36           0.789648              0               
13     1.46927e-27     7.26345e-37           7.75933e-31           4.48646e-28           5.95871e-27           2.57267               0               
14     1.37355e-27     8.07779e-38           8.71702e-31           8.05406e-28           5.18435e-27           2.46836               0               
15     5.41807e-25     4.58682e-33           3.83731e-27           8.89717e-25           1.4695e-24            2.0734                0               
16     1.00829e-26     3.33695e-34           1.75873e-28           2.40386e-26           1.97614e-26           1.79289               0               
17     0.042302        0.042302              0.042302              0.042302              0.042302              1                     0.042302        
18     2.37435e-34     1.46293e-42           1.43166e-35           1.01827e-33           2.97048e-36           1.06463               0               
19     1.94176e-24     7.00973e-28           2.48967e-24           5.97626e-24           2.20447e-27           0.896053              0               
20     2.23919e-10     1.32251e-13           6.71791e-12           6.53883e-11           9.04366e-10           2.56238               0               
