Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1221)   P(D|M,rr[2]=0.4535)   P(D|M,rr[3]=0.9867)   P(D|M,rr[4]=2.4377)   Posterior mean        P(D|M,rr[0]=0)  
1      1.3615e-06      5.94796e-06           2.40969e-08           1.61095e-12           7.44731e-23           0.135343              0               
2      6.2709e-19      3.55957e-19           2.39287e-18           1.83352e-21           5.88681e-31           0.450682              0               
3      0.00803785      0.0128708             0.000231571           4.06438e-07           2.91629e-14           0.0521511             0.057337        
4      7.54922e-06     3.30934e-05           2.03914e-08           5.31928e-14           2.64608e-28           0.1341                0               
5      0.000111478     0.000460045           2.88362e-05           1.03148e-07           1.80541e-14           0.15551               0               
6      1.37601e-18     1.77772e-19           5.68032e-18           1.77643e-19           3.24325e-26           0.503829              0               
7      0.00562069      0.00415091            4.8937e-06            1.65535e-10           3.42633e-21           0.0226386             0.053052        
8      2.72855e-09     1.18857e-08           8.27557e-11           2.93285e-15           8.43961e-26           0.13639               0               
9      0.00216873      0.000875              1.43369e-07           1.58503e-13           2.0212e-28            0.0123215             0.022355        
10     1.28783e-05     5.62754e-05           2.13721e-07           1.28736e-11           4.48827e-22           0.135252              0               
11     7.31755e-26     2.59662e-29           2.71903e-25           4.90472e-26           1.69019e-33           0.586638              0               
12     3.88156e-31     5.43005e-35           1.09782e-30           6.04724e-31           1.58074e-36           0.704977              0               
13     6.69057e-27     1.16406e-35           5.67875e-30           2.14939e-27           2.71924e-26           2.55623               0               
14     6.90131e-26     5.78005e-33           1.77029e-27           1.80888e-25           1.2006e-25            1.70965               0               
15     1.30434e-25     3.05931e-33           1.49075e-27           2.47665e-25           3.22979e-25           1.97873               0               
16     9.42103e-27     7.64777e-34           2.28761e-28           2.26656e-26           1.843e-26             1.78841               0               
17     0.042302        0.042302              0.042302              0.042302              0.042302              1                     0.042302        
18     4.10133e-31     8.19058e-37           2.19778e-31           1.57894e-30           2.81608e-34           1.01082               0               
19     9.16938e-25     7.7053e-28            1.55317e-24           2.4675e-24            6.05913e-28           0.856276              0               
20     2.57476e-10     1.88288e-13           8.60015e-12           7.92145e-11           1.04139e-09           2.54459               0               
21     0.00800478      0.0112531             0.0093131             0.00687175            0.00301194            0.615881              0.012066        
22     0.000127638     3.45297e-05           0.000109935           0.000186081           0.000229326           1.56048               0               
23     6.80942e-05     3.25832e-05           8.64648e-05           0.000110608           6.90317e-05           1.17707               0               
24     3.78162e-08     1.57692e-09           1.63932e-08           4.98631e-08           9.80434e-08           1.9557                0               
25     1.5575e-12      2.23148e-15           6.13217e-13           4.197e-12             2.01936e-12           1.49954               0               
26     2.29932e-14     9.32276e-19           4.05423e-16           8.91988e-15           9.1531e-14            2.52369               0               
27     9.96052e-34     9.52435e-39           9.80012e-34           3.38898e-33           6.79752e-38           0.950873              0               
28     2.05735e-31     1.65264e-37           1.66031e-32           8.07395e-31           7.84357e-32           1.20954               0               
29     5.57379e-29     3.69628e-34           4.50828e-29           1.99398e-28           7.53098e-33           0.974232              0               
30     1.18324e-24     6.9803e-26            5.10967e-24           1.06604e-26           4.47723e-36           0.493639              0               
31     1.20575e-15     3.07295e-15           2.21558e-15           3.83689e-19           5.65327e-30           0.286198              0               
32     3.49425e-12     4.47822e-12           1.0606e-11            2.42968e-13           1.9747e-19            0.400403              0               
33     0.0080063       0.0127409             0.000223013           3.74465e-07           2.38184e-14           0.0517396             0.057337        
34     6.86534e-18     1.72398e-17           1.2871e-17            3.27897e-21           2.90853e-31           0.289321              0               
35     2.97185e-14     2.01124e-19           2.63908e-16           9.26045e-15           1.20833e-13           2.55574               0               
36     4.00869e-06     1.32526e-06           7.214e-06             7.90147e-06           1.14295e-06           0.874095              0               
37     5.73366e-06     8.12887e-06           1.13684e-05           5.36896e-06           2.83812e-07           0.529221              0               
38     3.02716e-05     2.50239e-05           5.30967e-05           4.59202e-05           8.74206e-06           0.77428               0               
39     1.20712e-10     1.27049e-12           8.0069e-11            3.09109e-10           1.39042e-10           1.40915               0               
40     1.09892e-05     4.24608e-06           1.19635e-05           1.70045e-05           1.49889e-05           1.34816               0               
41     0.000273028     9.1317e-05            0.000293995           0.000455808           0.000356486           1.33982               0               
42     1.55332e-61     1.00054e-86           1.49367e-71           1.01786e-64           6.81244e-61           2.67295               0               
43     5.61373e-25     3.43994e-27           2.25987e-24           1.99089e-25           1.12773e-31           0.54409               0               
44     2.6094e-31      1.94365e-39           5.5374e-33            1.03584e-30           1.03206e-31           1.22264               0               
45     3.26184e-24     1.29541e-25           1.32622e-23           9.1594e-25            1.96715e-31           0.531464              0               
46     1.03419e-40     6.97537e-49           4.26685e-42           4.46184e-40           3.18486e-42           1.08767               0               
47     8.58567e-43     1.36175e-57           4.98505e-47           9.41949e-43           2.82401e-42           2.27517               0               
48     0.049787        0.0561609             0.0531059             0.0485856             0.0383784             0.865863              0.057337        
49     2.09733e-06     1.54824e-08           2.35737e-07           1.22192e-06           7.72656e-06           2.40182               0               
50     1.26727e-05     2.72107e-06           9.09232e-06           1.67518e-05           2.70223e-05           1.71347               0               
51     1.69585e-06     2.9161e-08            3.57469e-07           1.41419e-06           5.63785e-06           2.25617               0               
52     1.10493e-06     9.50086e-09           1.40765e-07           6.99523e-07           3.99687e-06           2.37536               0               
53     1.40838e-05     2.4704e-07            3.04586e-06           1.20711e-05           4.6413e-05            2.24484               0               
54     0.000657339     0.000134238           0.000454995           0.000855677           0.00143844            1.7394                0               
55     0.00039132      8.07062e-05           0.000273133           0.000512127           0.000850514           1.73282               0               
56     0.000679        0.000142204           0.000479472           0.000893833           0.00146285            1.72413               0               
57     0.00213677      0.000716687           0.00212541            0.00325122            0.0032794             1.43365               0               
58     0.0253186       0.032555              0.028598              0.0232645             0.0134426             0.717537              0.034155        
59     0.000778507     0.000191724           0.000620754           0.00108628            0.00151607            1.62892               0               
60     0.0335066       0.0490472             0.0392078             0.0274519             0.0106765             0.573632              0.053287        
61     1.31966e-06     5.00367e-08           1.10163e-06           2.82795e-06           1.80892e-06           1.45978               0               
62     9.70859e-12     1.01207e-11           3.09642e-11           1.50071e-12           4.5428e-17            0.431556              0               
63     0.0080063       0.0127409             0.000223013           3.74465e-07           2.38184e-14           0.0517396             0.057337        
64     9.07071e-31     1.31326e-36           8.73455e-31           3.1053e-30            1.30444e-35           0.953649              0               
65     1.84112e-37     6.72011e-42           4.03552e-37           4.04024e-37           5.76733e-42           0.78984               0               
66     2.07243e-07     9.03929e-07           5.11856e-09           1.63212e-13           4.97332e-25           0.135923              0               
67     4.7061e-10      2.05938e-09           4.89439e-12           2.76056e-17           2.59577e-31           0.134738              0               
68     0.00559177      0.000881799           1.28125e-08           8.34374e-16           1.46535e-31           0.00481328            0.061197        
69     0.00560434      0.00407947            4.58806e-06           1.43862e-10           2.42171e-21           0.0223094             0.053052        
70     8.24539e-05     0.000347461           1.41869e-05           2.70814e-08           1.50043e-15           0.148204              0               
71     0.00560434      0.00407947            4.58806e-06           1.43862e-10           2.42171e-21           0.0223094             0.053052        
72     4.98045e-16     1.80371e-15           3.80849e-16           5.72534e-20           2.77041e-30           0.197262              0               
73     2.43398e-25     3.86682e-29           6.80403e-25           3.87198e-25           1.47964e-30           0.709356              0               
74     6.3908e-23      2.02885e-26           1.52521e-22           1.27784e-22           7.61947e-28           0.763822              0               
75     0.00216439      0.000855974           1.32126e-07           1.32699e-13           1.30282e-28           0.0120774             0.022355        
76     1.09256e-21     1.43793e-21           3.35357e-21           8.83418e-25           6.0539e-36            0.388383              0               
77     2.33271e-28     2.7901e-32            8.79407e-28           1.43782e-28           3.44176e-35           0.579473              0               
78     8.76849e-27     9.48925e-28           3.74391e-26           7.40052e-29           2.88217e-38           0.489484              0               
79     0.00560434      0.00407947            4.58806e-06           1.43862e-10           2.42171e-21           0.0223094             0.053052        
80     4.11947e-10     1.78887e-09           1.80951e-11           4.49998e-16           9.04527e-28           0.137517              0               
81     1.63846e-26     6.70367e-29           7.09066e-26           8.95385e-28           5.85556e-36           0.504271              0               
82     4.7054e-13      1.35632e-12           7.05278e-13           2.37021e-15           1.46822e-22           0.259159              0               
83     0.0080063       0.0127409             0.000223013           3.74465e-07           2.38184e-14           0.0517396             0.057337        
84     4.10484e-09     1.781e-08             1.95391e-10           5.4443e-15            9.89772e-27           0.137821              0               
85     8.75233e-09     3.39909e-08           4.39401e-09           6.1834e-12            9.74938e-20           0.175628              0               
86     4.80202e-45     3.58699e-57           1.47612e-47           2.09008e-44           1.48004e-46           1.09277               0               
87     2.38071e-19     7.34064e-20           9.59648e-19           1.12188e-20           7.92939e-28           0.478059              0               
88     6.38183e-08     1.53207e-07           1.21879e-07           4.84604e-09           5.40005e-14           0.308532              0               
89     0.00560434      0.00407947            4.58806e-06           1.43862e-10           2.42171e-21           0.0223094             0.053052        
90     2.00995e-06     8.81556e-06           8.65065e-10           6.52099e-16           8.43597e-29           0.133912              0               
91     0.0080063       0.0127409             0.000223013           3.74465e-07           2.38184e-14           0.0517396             0.057337        
92     1.77005e-19     5.73512e-19           2.02879e-19           2.02015e-23           1.32428e-35           0.228872              0               
93     7.89382e-26     1.70509e-30           8.17563e-26           2.6448e-25            1.59621e-29           0.944014              0               
94     5.29886e-05     0.000230991           1.43725e-06           1.5704e-10            1.11981e-20           0.136125              0               
95     3.37311e-08     1.04905e-07           4.23278e-08           7.24877e-10           1.56068e-15           0.242497              0               
96     4.24045e-06     1.84499e-05           1.50352e-07           2.57168e-11           4.86564e-21           0.136816              0               
97     1.48764e-37     1.07075e-44           7.94721e-38           5.73062e-37           1.32444e-42           1.01079               0               
98     2.99551e-10     1.29e-09              2.3943e-11            4.6687e-15            9.47069e-25           0.140503              0               
99     6.15103e-06     2.38803e-05           3.06935e-06           3.1138e-08            4.84653e-14           0.176317              0               
100    2.20034e-24     1.36488e-27           7.2314e-24            2.41878e-24           1.08088e-30           0.643799              0               
101    3.5458e-09      1.16482e-08           3.85727e-09           4.77899e-11           3.93667e-17           0.226927              0               
102    1.99001e-29     1.65738e-35           1.00337e-29           7.72486e-29           7.20305e-33           1.01492               0               
103    1.35698e-10     2.97026e-10           2.92291e-10           5.90494e-12           9.156e-18             0.321759              0               
104    1.05033e-23     8.34481e-25           4.4899e-23            3.3794e-25            1.02622e-33           0.495031              0               
105    2.14954e-55     6.48501e-77           8.50288e-63           8.97728e-57           9.33893e-55           2.65804               0               
106    0.00559177      0.000881799           1.28125e-08           8.34374e-16           1.46535e-31           0.00481328            0.061197        
107    3.22089e-41     2.88404e-51           5.128e-43             1.39435e-40           1.33256e-42           1.09488               0               
108    6.82112e-39     1.49396e-48           2.77239e-40           2.96278e-38           1.50615e-41           1.07738               0               
109    4.6613e-05      0.000203077           1.38557e-06           1.88684e-10           3.11858e-20           0.136341              0               
110    6.45787e-33     3.21262e-37           1.83896e-32           9.93681e-33           1.88809e-39           0.70242               0               
111    7.39697e-51     1.92997e-71           1.84899e-58           1.36954e-52           3.2309e-50            2.66647               0               
112    3.92506e-17     1.07942e-17           1.59552e-16           1.82187e-18           5.53803e-26           0.480726              0               
