Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1248)   P(D|M,rr[2]=0.4579)   P(D|M,rr[3]=0.9893)   P(D|M,rr[4]=2.4281)   Posterior mean        P(D|M,rr[0]=0)  
1      1.95684e-06     8.57089e-06           2.8946e-08            1.7029e-12            8.30103e-23           0.138329              0               
2      6.1972e-19      5.2885e-19            2.19334e-18           1.32859e-21           4.95831e-31           0.432275              0               
3      0.00790502      0.0119181             0.000187856           2.85422e-07           1.65806e-14           0.0497616             0.057337        
4      6.67477e-06     2.93206e-05           1.34182e-08           2.5975e-14            1.04986e-28           0.137265              0               
5      0.000114671     0.000478087           2.57838e-05           7.92503e-08           1.1275e-14            0.15597               0               
6      2.848e-19       1.39226e-20           1.15431e-18           8.33926e-20           6.61856e-26           0.53788               0               
7      0.00559561      0.003645              3.49039e-06           9.84318e-11           1.88693e-21           0.0203924             0.053052        
8      2.83709e-09     1.24018e-08           6.65563e-11           2.11463e-15           7.6587e-26            0.139051              0               
9      0.00217657      0.000740515           9.11272e-08           7.49337e-14           7.71742e-29           0.0106182             0.022355        
10     1.19832e-05     5.25038e-05           1.59605e-07           7.96607e-12           2.58643e-22           0.138207              0               
11     9.16209e-26     9.8982e-29            3.48234e-25           5.43186e-26           3.09548e-33           0.581721              0               
12     4.29573e-31     9.69651e-35           1.3277e-30            5.60075e-31           1.57581e-36           0.67624               0               
13     1.97078e-27     9.14479e-36           3.73153e-30           1.08377e-27           7.57362e-27           2.46898               0               
14     1.98712e-26     4.47465e-34           1.90231e-28           3.24427e-26           5.46964e-26           2.07573               0               
15     1.46266e-23     8.82315e-30           8.31683e-25           4.7333e-23            1.61158e-23           1.47566               0               
16     8.16734e-26     9.68182e-32           6.5817e-27            2.74295e-25           7.80586e-26           1.41997               0               
17     0.042302        0.042302              0.042302              0.042302              0.042302              1                     0.042302        
18     3.10654e-32     1.06698e-38           8.54843e-33           1.279e-31             7.68882e-35           1.05122               0               
19     1.50085e-22     1.15669e-24           4.37889e-22           2.20532e-22           1.15764e-26           0.69765               0               
20     2.95359e-10     2.34292e-13           1.02986e-11           9.29753e-11           1.19452e-09           2.53687               0               
21     0.00792393      0.0112102             0.00921281            0.00673931            0.00289824            0.609583              0.012066        
22     0.000130668     3.66611e-05           0.000114699           0.000191588           0.000231309           1.5464                0               
23     6.91232e-05     3.44679e-05           8.9323e-05            0.000112034           6.79555e-05           1.16108               0               
24     4.18824e-08     1.88319e-09           1.89289e-08           5.62148e-08           1.07036e-07           1.93642               0               
25     6.58951e-12     7.46955e-15           2.42627e-12           1.81249e-11           8.40063e-12           1.4963                0               
26     9.39318e-14     2.37609e-18           1.13017e-15           2.86224e-14           3.83053e-13           2.55218               0               
27     3.55154e-31     3.8928e-35            7.35599e-31           8.25173e-31           4.84581e-36           0.81171               0               
28     1.66099e-31     2.20439e-37           1.71839e-32           6.64778e-31           4.80049e-32           1.1771                0               
29     9.26488e-28     2.37121e-33           6.03187e-28           3.46836e-27           1.46851e-31           1.00045               0               
30     1.34171e-25     3.26053e-27           5.84422e-25           1.969e-27             1.89429e-36           0.502977              0               
31     1.44075e-15     4.18245e-15           2.149e-15             3.02853e-19           5.15239e-30           0.261348              0               
32     6.85538e-13     9.90448e-13           1.98235e-12           3.99822e-14           3.07594e-20           0.390492              0               
33     0.0078766       0.0118                0.000181117           2.63773e-07           1.36668e-14           0.0493747             0.057337        
34     8.38118e-18     2.6265e-17            1.05663e-17           2.07264e-21           2.3937e-31            0.242131              0               
35     7.31056e-14     4.07462e-19           5.41712e-16           2.02604e-14           3.00479e-13           2.56439               0               
36     7.18995e-06     2.10843e-06           1.20575e-05           1.46747e-05           2.75746e-06           0.938679              0               
37     6.00053e-06     8.18931e-06           1.17538e-05           6.00556e-06           4.22203e-07           0.557022              0               
38     5.19732e-05     3.91194e-05           8.78354e-05           8.25013e-05           1.89537e-05           0.830882              0               
39     3.08238e-10     2.38552e-12           1.65256e-10           7.5248e-10            4.34511e-10           1.52106               0               
40     1.16689e-05     4.82351e-06           1.31801e-05           1.81583e-05           1.51203e-05           1.3136                0               
41     0.000288302     0.000100998           0.000319608           0.000484654           0.000361758           1.31526               0               
42     5.34218e-61     8.55573e-87           1.78977e-71           1.9506e-64            2.34756e-60           2.6676                0               
43     2.35414e-23     1.94035e-25           9.53923e-23           7.87247e-24           2.83979e-30           0.54679               0               
44     4.28072e-29     5.69351e-36           3.05275e-30           1.81492e-28           3.58238e-30           1.10751               0               
45     2.86551e-24     1.35049e-25           1.16609e-23           7.97267e-25           1.94517e-31           0.536089              0               
46     2.37965e-40     2.47027e-48           1.18694e-41           1.02786e-39           6.07266e-42           1.08944               0               
47     2.60562e-43     8.32395e-59           5.82391e-48           1.68225e-43           9.76877e-43           2.43548               0               
48     0.0496077       0.0561002             0.052947              0.048331              0.0380016             0.863404              0.057337        
49     2.13522e-06     1.6592e-08            2.47026e-07           1.26297e-06           7.8572e-06            2.3935                0               
50     1.22404e-05     2.71775e-06           8.93457e-06           1.62732e-05           2.58679e-05           1.70212               0               
51     1.69044e-06     3.08024e-08           3.67193e-07           1.42835e-06           5.60274e-06           2.2463                0               
52     1.12e-06        1.01739e-08           1.47178e-07           7.20482e-07           4.04432e-06           2.36637               0               
53     1.43259e-05     2.6576e-07            3.18937e-06           1.24391e-05           4.70646e-05           2.23505               0               
54     0.000665663     0.000139967           0.000467451           0.000870732           0.00144728            1.73023               0               
55     0.00040284      8.55524e-05           0.00028527            0.000529758           0.000869804           1.72359               0               
56     0.000698594     0.000150729           0.000500639           0.000924146           0.00149464            1.71465               0               
57     0.00213895      0.000741709           0.00215956            0.00326069            0.00323823            1.42239               0               
58     0.0251945       0.0324878             0.0284455             0.0230614             0.0132458             0.714976              0.034155        
59     0.000800219     0.00020311            0.000647357           0.00112109            0.00154521            1.61916               0               
60     0.0332682       0.0488725             0.0388473             0.0270397             0.0104104             0.570455              0.053287        
61     1.37914e-06     7.70122e-08           1.3792e-06            2.94173e-06           1.66305e-06           1.37572               0               
62     1.04862e-11     1.24054e-11           3.22603e-11           1.41865e-12           4.62654e-17           0.422515              0               
63     0.0078766       0.0118                0.000181117           2.63773e-07           1.36668e-14           0.0493747             0.057337        
64     1.41952e-28     5.16105e-33           3.0864e-28            3.15197e-28           3.0564e-34            0.798031              0               
65     3.69465e-37     1.6375e-41            8.16992e-37           8.06688e-37           1.48963e-41           0.793126              0               
66     2.04987e-07     8.96948e-07           3.92146e-09           1.02592e-13           3.23456e-25           0.138691              0               
67     5.32196e-10     2.33481e-09           4.06464e-12           1.67965e-17           1.25618e-31           0.137734              0               
68     0.0056591       0.000712173           7.48672e-09           3.98661e-16           9.77161e-32           0.00392599            0.061197        
69     0.00558154      0.00358337            3.27891e-06           8.6017e-11            1.35651e-21           0.020095              0.053052        
70     7.8642e-05      0.000333941           1.16528e-05           1.89729e-08           8.61377e-16           0.149488              0               
71     0.00558154      0.00358337            3.27891e-06           8.6017e-11            1.35651e-21           0.020095              0.053052        
72     7.93369e-16     3.01868e-15           4.67934e-16           6.01936e-20           3.09699e-30           0.186227              0               
73     2.08177e-26     3.47103e-31           3.73012e-26           5.41865e-26           6.47883e-31           0.848855              0               
74     7.27654e-23     3.53962e-26           1.94373e-22           1.25378e-22           5.70312e-28           0.731916              0               
75     0.00217297      0.000724691           8.4186e-08            6.3151e-14            5.07421e-29           0.0104083             0.022355        
76     1.04287e-21     1.73689e-21           2.84567e-21           6.15487e-25           5.39539e-36           0.364444              0               
77     1.42774e-28     2.59137e-32           5.52753e-28           7.46787e-29           2.03551e-35           0.572523              0               
78     1.27125e-24     7.18612e-25           4.86531e-24           2.93498e-27           2.69177e-37           0.456287              0               
79     0.00558154      0.00358337            3.27891e-06           8.6017e-11            1.35651e-21           0.020095              0.053052        
