Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1031)   P(D|M,rr[2]=0.4211)   P(D|M,rr[3]=0.9664)   P(D|M,rr[4]=2.5093)   Posterior mean        P(D|M,rr[0]=0)  
1      2.04821e-05     7.90478e-05           7.07396e-06           2.49229e-08           1.35591e-15           0.136171              0               
2      4.1227e-22      2.9613e-22            1.43763e-21           2.27527e-25           9.54855e-37           0.385796              0               
3      0.00401097      0.00356458            6.40382e-07           8.17442e-13           6.07093e-26           0.0229323             0.0646          
4      3.40496e-24     1.4258e-27            1.40798e-23           2.39866e-25           5.86947e-34           0.452394              0               
5      0.00234707      0.00122625            2.87877e-08           9.52846e-16           1.25294e-32           0.013473              0.041977        
6      1.09434e-17     9.58722e-19           4.4208e-17            8.60723e-19           1.05999e-25           0.446581              0               
7      4.11269e-07     1.70898e-06           2.08026e-08           8.59287e-13           1.86763e-24           0.112473              0               
8      0.00710755      0.00947812            9.59774e-06           2.32222e-10           1.79609e-20           0.0345275             0.099081        
9      4.44564e-07     1.84725e-06           2.25662e-08           8.01193e-13           1.78097e-24           0.112487              0               
10     1.715e-21       9.58339e-23           7.1122e-21            5.1694e-24            7.85884e-34           0.438793              0               
11     2.57594e-35     1.37309e-45           1.71481e-36           1.06623e-34           4.82789e-39           1.00715               0               
12     2.17996e-36     3.32777e-45           9.43431e-38           9.06176e-36           1.26951e-38           1.0125                0               
13     2.34052e-25     3.86328e-30           4.6483e-25            5.19576e-25           5.1033e-31            0.745427              0               
14     7.34089e-06     3.08013e-05           7.41468e-08           9.67843e-13           7.65493e-25           0.109255              0               
15     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
16     0.04404         0.04404               0.04404               0.04404               0.04404               1                     0.04404         
17     4.43494e-45     7.09e-60              1.98899e-49           3.58958e-45           1.50634e-44           2.3263                0               
18     4.23744e-05     0.000177905           3.19895e-07           3.05782e-12           1.84033e-24           0.109052              0               
19     2.93698e-13     2.19789e-13           9.93632e-13           2.18592e-14           4.00281e-21           0.393476              0               
20     4.73775e-25     7.06405e-30           8.2377e-25            1.16889e-24           5.04449e-30           0.779138              0               
21     0.00129848      0.000857173           4.11854e-08           2.66574e-15           4.26746e-33           0.0170251             0.022355        
22     4.94974e-19     4.40472e-22           1.89081e-18           1.90592e-19           4.58151e-27           0.495241              0               
23     1.9852e-06      8.2337e-06            1.15934e-07           1.0361e-11            2.02701e-21           0.113095              0               
24     2.82416e-11     1.16476e-10           2.30679e-12           2.07775e-17           4.66502e-30           0.114945              0               
25     4.22175e-09     1.7754e-08            2.50379e-12           1.05829e-19           2.68929e-36           0.108499              0               
26     1.49903e-13     6.7226e-14            5.60062e-13           3.19862e-15           4.84697e-23           0.41008               0               
27     8.07862e-10     3.29644e-09           1.01385e-10           6.59116e-15           1.17544e-25           0.11843               0               
28     3.35746e-13     1.39952e-12           1.26096e-14           1.83504e-20           3.9773e-35            0.111437              0               
29     2.27017e-25     5.2567e-27            9.48535e-25           1.03264e-27           1.00172e-37           0.441604              0               
30     4.12122e-15     1.03306e-14           7.00275e-15           3.19922e-19           6.23889e-31           0.243554              0               
31     1.32436e-24     2.83671e-26           5.51971e-24           2.21367e-26           1.43147e-35           0.4434                0               
32     1.03025e-15     6.64905e-16           3.65298e-15           1.53022e-17           4.69127e-25           0.393541              0               
33     1.51801e-20     1.87278e-22           5.09709e-20           1.26886e-20           1.69382e-25           0.555789              0               
34     0.00357034      0.00408838            1.92055e-06           9.1019e-12            2.97991e-24           0.0295832             0.053052        
35     8.64774e-58     7.97983e-75           2.73829e-62           1.1319e-57            2.50527e-57           2.13363               0               
36     1.03323e-23     8.3323e-28            3.54374e-23           8.01902e-24           5.05279e-31           0.548612              0               
37     5.98342e-46     4.56797e-60           1.82457e-49           1.09233e-45           1.42409e-45           1.93418               0               
38     5.62378e-31     6.19628e-39           1.3492e-31            2.23039e-30           2.45311e-35           0.983463              0               
39     2.35217e-45     8.59045e-60           1.29348e-48           9.53062e-45           3.61219e-46           1.07531               0               
40     6.93546e-55     9.74722e-82           5.44083e-65           7.48469e-58           2.91628e-54           2.63812               0               
41     1.45555e-37     6.92345e-44           5.74402e-38           5.54579e-37           1.78507e-40           0.962829              0               
42     1.51252e-29     1.99591e-38           2.16759e-31           5.97369e-29           3.66232e-30           1.10759               0               
43     1.21628e-59     4.54256e-84           3.01199e-68           1.49066e-61           5.10073e-59           2.6338                0               
44     1.7237e-60      1.23052e-90           2.7777e-72            2.69918e-64           7.24955e-60           2.63847               0               
45     2.088e-51       4.05714e-68           1.53709e-55           5.04591e-51           3.73597e-51           1.70632               0               
46     1.85249e-51     9.73821e-78           1.35748e-62           1.96315e-55           7.79131e-51           2.63849               0               
47     6.96401e-42     1.64876e-64           1.00386e-51           1.34841e-45           2.9289e-41            2.63846               0               
48     1.46275e-09     5.48273e-09           6.69115e-10           4.1718e-13            2.6346e-22            0.144879              0               
49     1.63189e-47     3.30851e-63           2.60864e-51           5.3116e-47            1.55179e-47           1.38293               0               
50     5.70684e-22     4.46118e-24           2.23454e-21           1.61268e-22           3.31844e-29           0.480723              0               
51     2.94588e-51     3.07687e-66           2.4673e-54            1.20542e-50           3.33575e-52           1.05971               0               
52     2.88215e-21     6.56934e-22           1.14594e-20           5.88715e-24           5.38521e-37           0.424982              0               
53     6.23006e-21     2.20171e-22           2.59569e-20           2.62943e-23           5.07032e-35           0.44059               0               
54     2.46753e-43     1.04455e-54           2.17782e-45           1.03333e-42           2.32655e-45           1.01858               0               
55     0.000752489     0.000786474           0.00144439            0.000868697           6.53729e-05           0.562451              0               
56     1.44899e-07     1.27918e-10           7.66434e-09           7.16571e-08           5.2999e-07            2.41963               0               
57     0.000160893     0.000106658           0.000257753           0.000246979           6.53193e-05           0.811309              0               
