Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1012)   P(D|M,rr[2]=0.4177)   P(D|M,rr[3]=0.9641)   P(D|M,rr[4]=2.5169)   Posterior mean        P(D|M,rr[0]=0)  
1      1.94409e-05     7.57544e-05           6.06529e-06           1.68303e-08           4.92867e-16           0.131417              0               
2      1.7351e-22      1.35239e-22           5.95074e-22           7.62886e-26           3.51888e-37           0.377973              0               
3      0.00401883      0.00338349            4.76363e-07           4.28523e-13           2.12436e-26           0.0213222             0.0646          
4      1.37507e-23     1.37406e-25           5.7573e-23            1.73088e-25           2.14483e-34           0.440506              0               
5      0.00236217      0.00114961            1.96672e-08           4.05003e-16           3.65935e-33           0.0123193             0.041977        
6      1.40212e-17     1.36536e-18           5.6824e-17            8.32713e-19           6.29345e-26           0.439986              0               
7      4.00538e-07     1.6693e-06            1.67666e-08           4.92157e-13           5.98488e-25           0.10986               0               
8      0.00709267      0.00909211            7.63751e-06           1.42335e-10           7.81356e-21           0.0325591             0.099081        
9      5.0774e-07      2.11622e-06           2.11089e-08           5.14821e-13           6.33817e-25           0.109837              0               
10     1.22368e-21     7.65569e-23           5.07146e-21           3.07638e-24           3.8869e-34            0.434971              0               
11     2.51608e-35     1.80012e-45           2.22282e-36           1.03689e-34           2.69012e-39           1.00258               0               
12     3.12019e-36     4.93266e-45           1.49721e-37           1.29723e-35           1.23886e-38           1.00959               0               
13     9.44966e-26     2.71512e-31           1.37123e-25           2.60659e-25           2.51536e-31           0.816382              0               
14     8.4892e-06      3.56622e-05           7.29869e-08           6.84339e-13           2.94925e-25           0.107228              0               
15     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
16     0.04404         0.04404               0.04404               0.04404               0.04404               1                     0.04404         
17     7.37279e-46     1.13393e-60           3.53186e-50           6.06881e-46           2.49666e-45           2.32919               0               
18     4.7554e-05      0.000199892           2.86748e-07           1.88522e-12           6.5439e-25            0.107025              0               
19     3.14234e-13     2.44044e-13           1.05966e-12           1.90625e-14           1.95513e-21           0.386422              0               
20     1.72013e-24     1.89516e-29           3.06037e-24           4.18048e-24           4.79502e-30           0.771567              0               
21     0.00130427      0.000807076           2.8441e-08            1.06109e-15           9.09962e-34           0.0156648             0.022355        
22     5.35416e-19     4.03186e-22           2.08265e-18           1.70774e-19           2.34638e-27           0.483088              0               
23     2.29217e-06     9.53924e-06           1.09628e-07           7.1442e-12            9.2284e-22            0.110332              0               
24     3.15872e-11     1.30891e-10           2.07515e-12           1.30949e-17           1.91609e-30           0.111746              0               
25     4.30296e-09     1.81114e-08           1.85398e-12           5.19158e-20           9.36639e-37           0.106582              0               
26     1.24173e-13     6.11867e-14           4.59343e-13           2.17532e-15           2.44858e-23           0.402986              0               
27     8.5484e-10      3.51032e-09           8.81201e-11           4.09891e-15           4.49496e-26           0.114704              0               
28     5.97905e-13     2.50309e-12           1.37835e-14           8.64372e-21           1.01092e-35           0.108372              0               
29     2.64793e-25     9.29891e-27           1.10469e-24           6.51836e-28           4.84339e-38           0.437135              0               
30     8.83836e-15     2.67602e-14           1.04446e-14           2.39066e-19           2.56323e-31           0.200045              0               
31     5.69693e-25     1.67125e-26           2.37494e-24           6.4616e-27            7.67493e-36           0.438805              0               
32     1.22921e-17     1.50879e-19           4.98382e-17           1.7545e-18            1.55287e-25           0.458104              0               
33     2.24812e-20     2.82864e-22           7.73174e-20           1.70338e-20           1.73031e-25           0.542089              0               
34     0.00356786      0.0039034             1.46851e-06           4.89397e-12           9.75436e-25           0.0277347             0.053052        
35     1.6197e-57      2.80979e-74           1.19845e-61           3.43502e-57           3.38297e-57           1.82542               0               
36     8.04648e-24     7.33903e-28           2.87566e-23           5.11424e-24           2.20949e-31           0.526393              0               
37     4.44201e-46     2.03548e-60           1.20362e-49           9.53148e-46           9.16594e-46           1.81562               0               
38     2.56371e-30     7.06783e-37           1.85079e-30           8.94111e-30           2.15656e-35           0.915991              0               
39     1.94051e-44     8.75239e-59           1.99697e-47           8.08689e-44           7.96839e-46           1.0304                0               
40     7.17013e-55     9.9133e-82            6.24052e-65           7.5481e-58            3.01751e-54           2.64836               0               
41     1.71333e-37     8.48025e-44           7.32998e-38           6.47758e-37           1.66348e-40           0.95654               0               
42     1.31011e-29     1.89225e-38           2.15982e-31           5.28983e-29           2.03468e-30           1.07264               0               
43     5.18388e-61     1.48547e-88           3.46086e-71           9.14623e-64           2.18124e-60           2.64808               0               
44     7.93541e-61     1.91163e-90           4.28683e-72           3.22311e-64           3.34008e-60           2.64861               0               
45     2.38716e-51     6.49314e-68           2.58298e-55           6.84846e-51           3.20001e-51           1.53499               0               
46     2.39861e-50     1.12871e-75           1.1061e-60            9.89128e-54           1.00959e-49           2.6486                0               
