Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1227)   P(D|M,rr[2]=0.4545)   P(D|M,rr[3]=0.9872)   P(D|M,rr[4]=2.4356)   Posterior mean        P(D|M,rr[0]=0)  
1      1.38599e-12     2.27998e-12           3.88787e-12           1.73118e-13           1.28267e-18           0.399986              0               
2      3.18208e-62     3.75621e-86           7.11977e-71           3.53044e-64           1.45228e-61           2.78174               0               
3      9.33646e-39     1.01696e-45           1.60293e-39           4.10925e-38           1.92943e-41           1.10706               0               
4      9.5207e-41      3.12062e-54           4.0889e-43            4.35137e-40           3.02066e-44           1.12872               0               
5      5.49942e-18     3.40038e-19           2.411e-17             7.10058e-19           2.1988e-26            0.53187               0               
6      1.08852e-60     9.59251e-83           2.4949e-68            3.29046e-62           4.94712e-60           2.77481               0               
7      2.07809e-30     2.72972e-35           3.31622e-30           6.19106e-30           2.4535e-35            0.916624              0               
8      2.48652e-48     1.96254e-61           1.29603e-50           1.13548e-47           8.1828e-51            1.12967               0               
9      3.45142e-55     1.11949e-79           4.3655e-64            2.49316e-57           1.57655e-54           2.78314               0               
10     5.25195e-64     1.38141e-96           2.75795e-78           1.68879e-69           2.40279e-63           2.78576               0               
11     6.99712e-33     1.29237e-38           9.32224e-33           2.26898e-32           2.87053e-38           0.951722              0               
12     1.11636e-07     4.82447e-07           2.82601e-08           3.2913e-11            4.37591e-19           0.161367              0               
13     3.83083e-36     5.25576e-44           3.40242e-37           1.71722e-35           1.37546e-38           1.11865               0               
14     1.21696e-33     1.0394e-38            2.53389e-33           3.03372e-33           5.92591e-40           0.851841              0               
15     3.78617e-16     1.32065e-16           1.55471e-15           4.54143e-17           2.8142e-23            0.506845              0               
16     4.8982e-30      1.09362e-33           1.76118e-29           4.79655e-30           4.21807e-37           0.650215              0               
17     7.44341e-46     1.62798e-59           3.85828e-49           2.86287e-45           5.42135e-46           1.39283               0               
18     2.55221e-08     1.06713e-07           1.00457e-08           5.91517e-12           2.51161e-21           0.173005              0               
19     6.29813e-28     2.5206e-32            1.1401e-27            1.74128e-27           1.92343e-32           0.888067              0               
20     2.68823e-05     0.000122209           7.7826e-07            8.86311e-11           5.25374e-21           0.142708              0               
21     9.87894e-32     1.67322e-39           3.76768e-33           4.37619e-31           1.05788e-32           1.16287               0               
22     3.88682e-27     1.14782e-32           3.3996e-27            1.43826e-26           1.05665e-31           1.01269               0               
23     2.74507e-39     2.37033e-48           1.79266e-40           1.23775e-38           2.02609e-42           1.12075               0               
24     2.43608e-19     1.15917e-21           1.04421e-18           6.91455e-20           6.40519e-27           0.557213              0               
25     8.29045e-40     1.78274e-48           3.63343e-41           3.75344e-39           3.14042e-42           1.12471               0               
26     2.14711e-39     1.92232e-47           3.98468e-40           9.42443e-39           2.26017e-43           1.1045                0               
