Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1180)   P(D|M,rr[2]=0.4468)   P(D|M,rr[3]=0.9826)   P(D|M,rr[4]=2.4526)   Posterior mean        P(D|M,rr[0]=0)  
1      2.1194e-10      6.54154e-10           3.06521e-10           5.89211e-12           1.32618e-17           0.259401              0               
2      1.15368e-61     1.73385e-83           3.91273e-69           5.48015e-63           5.20664e-61           2.77888               0               
3      1.1214e-37      5.20609e-44           3.29339e-38           4.78381e-37           1.05368e-40           1.08134               0               
4      6.72526e-41     4.97896e-55           1.57302e-43           3.06509e-40           4.33914e-44           1.12026               0               
5      1.44386e-18     5.34604e-20           6.24161e-18           2.89752e-19           1.66512e-26           0.533231              0               
6      2.14365e-60     4.13167e-82           8.8819e-68            1.07411e-61           9.66886e-60           2.77792               0               
7      3.26012e-30     3.55685e-36           2.54037e-30           1.23276e-29           8.96449e-35           1.01596               0               
8      2.61132e-48     4.00779e-62           6.98778e-51           1.18842e-47           1.79302e-50           1.1225                0               
9      1.06232e-54     2.48196e-80           4.03785e-64           4.98015e-57           4.83979e-54           2.79461               0               
10     1.20021e-62     9.70373e-94           4.10049e-76           1.14664e-67           5.47362e-62           2.79633               0               
11     1.62615e-30     4.36939e-35           4.17636e-30           3.23978e-30           9.18718e-37           0.776283              0               
12     1.18656e-07     5.03764e-07           3.73228e-08           5.13344e-11           7.9276e-19            0.160457              0               
13     1.51301e-35     6.38979e-43           1.84394e-36           6.71062e-35           5.18035e-38           1.10527               0               
14     5.10304e-33     1.0001e-37            1.21855e-32           1.10871e-32           1.85093e-39           0.800445              0               
15     5.96779e-16     1.59326e-16           2.47979e-15           8.2536e-17            4.98561e-23           0.505973              0               
16     5.40317e-30     6.49296e-34           1.76564e-29           6.98448e-30           9.26035e-37           0.68255               0               
17     5.30696e-44     2.63067e-56           8.45953e-47           2.26047e-43           1.58961e-44           1.2302                0               
18     2.49697e-08     1.00864e-07           1.30019e-08           9.90956e-12           5.43178e-21           0.177396              0               
19     1.16304e-26     1.71749e-30           2.9373e-26            2.36663e-26           1.03315e-31           0.781981              0               
20     3.07647e-05     0.000139153           1.15112e-06           1.63192e-10           1.21079e-20           0.137584              0               
21     1.45367e-31     1.14758e-39           4.0527e-33            6.37325e-31           2.15787e-32           1.17116               0               
22     6.92495e-26     6.57669e-31           8.49581e-26           2.30857e-25           9.62012e-31           0.95599               0               
23     8.18394e-40     2.05888e-50           1.33135e-41           3.71688e-39           2.15271e-42           1.11913               0               
24     1.78997e-18     1.95185e-20           7.85509e-18           2.88648e-19           1.20229e-26           0.530097              0               
25     2.54952e-38     3.47792e-46           2.44582e-39           1.13797e-37           2.98763e-41           1.10792               0               
26     5.16075e-39     1.47651e-47           6.03427e-40           2.29317e-38           8.35799e-43           1.10473               0               
27     2.89722e-06     1.32068e-05           6.13514e-09           1.73856e-14           2.2838e-27            0.134681              0               
28     4.88587e-10     2.21784e-09           1.03944e-11           4.8959e-17            3.19948e-31           0.136256              0               
29     6.16034e-38     2.22872e-46           4.12021e-39           2.76633e-37           1.93252e-40           1.11253               0               
30     1.41556e-15     5.34826e-15           1.10738e-15           1.28847e-19           1.32649e-31           0.198832              0               
31     0.0107526       0.0163847             0.000509946           1.91013e-06           6.64337e-13           0.0502828             0.057337        
32     0.0107526       0.0163847             0.000509946           1.91013e-06           6.64337e-13           0.0502828             0.057337        
33     0.00307192      0.00147741            7.94206e-07           4.36104e-12           6.74372e-26           0.0142135             0.022355        
34     0.0152464       0.0139233             6.74381e-05           1.78152e-08           4.22976e-17           0.0274283             0.099081        
35     2.74861e-12     5.75523e-12           6.63113e-12           1.48839e-13           1.89927e-19           0.344526              0               
36     1.37198e-17     1.19545e-17           5.05675e-17           4.81546e-20           1.24094e-30           0.438237              0               
37     2.54971e-13     7.97246e-13           3.65407e-13           1.58461e-16           3.84169e-27           0.252446              0               
38     0.0152464       0.0139233             6.74381e-05           1.78152e-08           4.22976e-17           0.0274283             0.099081        
39     0.0107526       0.0163847             0.000509946           1.91013e-06           6.64337e-13           0.0502828             0.057337        
40     0.00906234      0.00256742            3.69168e-07           6.07563e-13           5.54486e-26           0.00836023            0.069147        
41     1.90207e-27     1.34413e-29           8.46136e-27           1.99732e-28           1.989e-36             0.522877              0               
42     1.25516e-14     1.46588e-14           4.22498e-14           3.33834e-16           1.11537e-23           0.416953              0               
43     0.0151101       0.0133119             5.70336e-05           1.24461e-08           1.86956e-17           0.0264054             0.099081        
44     2.74791e-08     1.24974e-07           3.46012e-10           2.30227e-15           3.85511e-29           0.135542              0               
45     4.14184e-14     9.84563e-14           9.0399e-14            3.60394e-17           9.54777e-28           0.314106              0               
46     2.3834e-08      1.07806e-07           8.9059e-10            3.65495e-14           9.71621e-26           0.137579              0               
47     6.7874e-10      2.51982e-09           5.74335e-10           1.28108e-12           2.55744e-20           0.204472              0               
48     6.95601e-08     3.13909e-07           3.32436e-09           1.48036e-13           4.81272e-26           0.138436              0               
49     1.4628e-38      5.10186e-46           1.97558e-39           6.47263e-38           1.02277e-41           1.1025                0               
50     5.57911e-11     2.45349e-10           9.08955e-12           4.0413e-16            8.06213e-28           0.147901              0               
51     5.44694e-14     5.19407e-14           1.94344e-13           2.1266e-15            9.45737e-23           0.436236              0               
52     6.16777e-31     7.21033e-38           2.27786e-31           2.58504e-30           2.55396e-35           1.07088               0               
53     3.0384e-44      1.24091e-54           4.46785e-46           1.37952e-43           1.69059e-46           1.12041               0               
54     1.35931e-05     5.22312e-05           9.60201e-06           1.59172e-07           7.72883e-13           0.195104              0               
55     2.20728e-50     9.2038e-70            6.5755e-57            2.53202e-51           9.81324e-50           2.75418               0               
56     6.79427e-08     3.05302e-07           4.55401e-09           1.39248e-12           4.8115e-22            0.140021              0               
57     2.24827e-30     8.2074e-39            9.95762e-32           1.01279e-29           2.59754e-32           1.11865               0               
58     1.14461e-26     8.07149e-30           4.92995e-26           2.89312e-27           4.45919e-35           0.543194              0               
59     3.63746e-31     7.80053e-38           2.60369e-31           1.39851e-30           6.22861e-36           1.02445               0               
60     3.21467e-14     1.22588e-14           1.15794e-13           1.85536e-14           1.02202e-18           0.555378              0               
61     0.00789426      0.00624535            1.76973e-05           1.71362e-09           1.37175e-19           0.0235835             0.053052        
62     0.00906234      0.00256742            3.69168e-07           6.07563e-13           5.54486e-26           0.00836023            0.069147        
63     1.45693e-11     4.77252e-11           1.8696e-11            2.30914e-14           1.87133e-23           0.240334              0               
64     0.00307192      0.00147741            7.94206e-07           4.36104e-12           6.74372e-26           0.0142135             0.022355        
65     0.00538522      0.0017067             2.67902e-07           2.35488e-13           1.2365e-28            0.00935269            0.040767        
66     8.30027e-32     1.04727e-35           2.64498e-31           1.14031e-31           4.64429e-38           0.693422              0               
67     2.83177e-10     1.21534e-09           7.60409e-11           6.47747e-14           7.88179e-23           0.15663               0               
68     7.53666e-20     4.81196e-22           1.38031e-19           2.05031e-19           1.71555e-22           0.874447              0               
69     3.41749e-06     1.55587e-05           2.70173e-08           2.53282e-13           5.10428e-27           0.135157              0               
70     8.99324e-06     4.08271e-05           1.87231e-07           1.11369e-11           1.60125e-22           0.136219              0               
71     6.6991e-19      3.17543e-19           2.73448e-18           3.14447e-21           2.06453e-31           0.471056              0               
