Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1012)   P(D|M,rr[2]=0.4177)   P(D|M,rr[3]=0.9641)   P(D|M,rr[4]=2.5169)   Posterior mean        P(D|M,rr[0]=0)  
1      0.00750393      0.0123773             0.000108473           3.71235e-08           2.57874e-17           0.0432622             0.057337        
2      6.70618e-39     2.28273e-45           1.05621e-38           1.86217e-38           3.88804e-45           0.833759              0               
3      0.00750393      0.0123773             0.000108473           3.71235e-08           2.57874e-17           0.0432622             0.057337        
4      5.28204e-23     2.03364e-24           2.26974e-22           8.54965e-25           7.00565e-35           0.453608              0               
5      0.00540883      0.00385833            1.17364e-06           2.55319e-12           7.61878e-26           0.018079              0.055941        
6      0.00189649      0.000179581           6.11958e-11           1.96083e-21           4.58341e-46           0.00239687            0.022951        
7      5.08603e-29     8.22588e-34           4.81591e-29           1.73169e-28           3.63499e-33           0.919581              0               
8      9.52043e-14     4.07571e-13           6.73647e-15           3.12814e-20           8.88051e-35           0.115752              0               
9      0.00218548      0.000478541           0.00190271            0.00330603            0.00382343            1.56189               0               
10     0.00238436      0.000943083           0.00267798            0.00350813            0.00324701            1.33881               0               
11     0.0026563       0.00135591            0.00319396            0.00364964            0.0033601             1.2656                0               
12     0.0026563       0.00135591            0.00319396            0.00364964            0.0033601             1.2656                0               
13     0.00238436      0.000943083           0.00267798            0.00350813            0.00324701            1.33881               0               
14     0.00441031      0.00267781            0.00568246            0.00592403            0.00490836            1.17396               0               
15     1.53536e-57     1.47736e-76           8.21632e-62           6.56725e-57           1.14201e-58           1.07777               0               
16     3.12599e-43     6.19395e-49           1.08622e-42           2.74141e-43           5.52707e-52           0.574239              0               
17     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
18     0.0646          0.0646                0.0646                0.0646                0.0646                1                     0.0646          
19     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
20     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
21     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
22     6.60861e-06     2.69157e-05           1.84107e-06           2.37882e-09           8.21934e-18           0.132272              0               
23     0.00591923      0.00303436            2.95751e-07           1.19737e-13           1.59116e-28           0.0129811             0.0646          
24     4.01892e-06     1.74883e-05           1.12712e-09           3.39233e-17           4.17921e-36           0.110176              0               
25     5.14452e-15     7.44993e-15           1.49154e-14           2.24513e-17           4.92076e-27           0.340471              0               
26     3.00699e-17     8.85805e-18           1.21549e-16           4.50231e-19           1.40984e-27           0.433183              0               
27     1.41763e-34     2.70602e-40           9.80408e-35           5.1887e-34            1.10768e-38           0.954462              0               
28     2.22052e-15     1.41409e-15           8.22123e-15           2.79024e-17           7.62263e-26           0.405778              0               
29     1.45199e-65     7.93312e-95           1.04464e-76           8.96553e-69           6.31782e-65           2.73803               0               
30     0.053052        0.053052              0.053052              0.053052              0.053052              1                     0.053052        
31     4.82466e-15     1.87794e-15           1.87349e-14           3.82979e-16           2.54107e-23           0.434492              0               
32     6.67063e-49     1.07767e-63           9.7804e-52            2.90046e-48           1.47049e-51           1.04956               0               
33     1.03244e-26     1.11061e-31           7.56243e-27           3.73652e-26           1.81641e-30           0.948911              0               
34     1.21523e-14     4.5426e-14            7.45819e-15           3.26354e-20           1.62501e-34           0.158709              0               
35     9.91041e-21     3.82573e-21           3.92681e-20           3.4002e-23            8.02628e-34           0.424371              0               
36     2.60512e-35     3.25373e-42           1.81185e-35           9.52501e-35           1.38957e-40           0.953899              0               
37     1.07565e-44     1.71362e-56           1.514e-46             4.6658e-44            4.29344e-49           1.047                 0               
38     2.17087e-18     8.9562e-18            4.90943e-19           2.00242e-25           9.21977e-43           0.128046              0               
39     2.77998e-19     7.50965e-20           1.13018e-18           4.50697e-21           1.36798e-29           0.435286              0               
40     3.30359e-60     3.5118e-88            3.36036e-71           1.9149e-63            1.43746e-59           2.73805               0               
41     1.54483e-43     4.20616e-54           7.39909e-45           6.64871e-43           5.21744e-48           1.04237               0               
42     2.16425e-23     7.26279e-26           9.10971e-23           3.01357e-24           5.77885e-33           0.473199              0               
43     2.98505e-45     2.51331e-59           3.19147e-48           1.28069e-44           1.80119e-46           1.07218               0               
44     0.000500239     0.000122925           0.000425864           0.000734196           0.000893941           1.57333               0               
45     0.00214268      0.000569845           0.00194813            0.00326471            0.00354176            1.50902               0               
46     0.0672119       0.0936058             0.0785496             0.0585218             0.0269598             0.619556              0.099081        
47     0.0347828       0.0427418             0.0389306             0.0331476             0.0210547             0.758568              0.04404         
48     0.000343951     6.83992e-05           0.00025112            0.000473881           0.000703398           1.70017               0               
49     0.000369289     8.9547e-05            0.000313586           0.000546903           0.000657025           1.57127               0               
50     7.44666e-05     1.6921e-05            6.02756e-05           0.000108097           0.000138768           1.61273               0               
51     0.000191504     5.37717e-05           0.000180327           0.000293695           0.000305586           1.47917               0               
52     5.21258e-05     9.9725e-07            1.41018e-05           5.47557e-05           0.000156985           2.17695               0               
53     5.92957e-06     1.51615e-07           2.02887e-06           7.19224e-06           1.64314e-05           2.07239               0               
54     4.59337e-63     2.10644e-97           3.05256e-77           7.32393e-68           1.99892e-62           2.73827               0               
55     1.48656e-42     9.22418e-54           6.1693e-44            6.40749e-42           3.5894e-48            1.04324               0               
56     1.7457e-63      1.33469e-98           1.37442e-78           6.57814e-69           7.5969e-63            2.73827               0               
57     1.2828e-40      1.02653e-51           4.33406e-43           4.99056e-40           5.87574e-41           1.22625               0               
58     1.90877e-30     4.89959e-33           8.23904e-30           6.26045e-32           9.03365e-41           0.458721              0               
59     2.53507e-61     4.34771e-86           3.24508e-70           1.78499e-63           1.10142e-60           2.73554               0               
60     3.06981e-39     3.46107e-46           1.27635e-39           1.20826e-38           1.22273e-43           0.992123              0               
61     3.35355e-28     8.93657e-34           1.28528e-27           1.74106e-28           7.13041e-37           0.525363              0               
62     1.90791e-30     5.96988e-34           8.16592e-30           1.36282e-31           2.46437e-41           0.464176              0               
63     4.68784e-27     1.66354e-30           2.0002e-26            3.96748e-28           2.67785e-37           0.465976              0               
64     1.53949e-06     6.69891e-06           6.12695e-10           3.09653e-17           3.03871e-33           0.110186              0               
65     3.49104e-28     4.16337e-32           1.36444e-27           1.54736e-28           1.0592e-37            0.514981              0               
66     7.09913e-34     1.31505e-39           1.58086e-33           1.50852e-33           4.39723e-41           0.744713              0               
67     7.78925e-36     9.5024e-46            8.98482e-38           3.3431e-35            3.76214e-37           1.06608               0               
68     0.053287        0.053287              0.053287              0.053287              0.053287              1                     0.053287        
69     1.73019e-49     4.39727e-64           2.26333e-52           7.51531e-49           1.18345e-51           1.05138               0               
70     2.0101e-27      2.81724e-31           5.0569e-27            3.69031e-27           5.79508e-33           0.705219              0               
71     2.55269e-37     1.93735e-49           2.06091e-39           1.10867e-36           1.43164e-40           1.04802               0               
72     1.54449e-61     5.34768e-81           9.56936e-67           2.31803e-61           4.40323e-61           2.15564               0               
73     3.25977e-49     4.70054e-70           1.06749e-55           6.37327e-50           1.35484e-48           2.66237               0               
74     7.10977e-08     3.13944e-09           4.07272e-08           1.22683e-07           1.42852e-07           1.74112               0               
75     1.35616e-16     5.32931e-17           5.35803e-16           1.07377e-18           2.16005e-28           0.424435              0               
76     1.55348e-47     4.33663e-65           1.44755e-51           6.56903e-47           1.91225e-48           1.09668               0               
77     1.20822e-66     3.85065e-103          4.18642e-83           2.12891e-73           5.2579e-66            2.73827               0               
78     3.19844e-59     1.65757e-81           9.35462e-66           1.48543e-59           1.24335e-58           2.55798               0               
79     1.06168e-57     9.75076e-87           2.06046e-69           2.10969e-61           4.61997e-57           2.73819               0               
80     3.73639e-65     1.88867e-99           2.21776e-79           5.49258e-70           1.62599e-64           2.73827               0               
81     3.901e-68       8.36575e-106          9.29197e-84           1.9648e-73            1.69762e-67           2.73827               0               
82     8.45829e-57     6.28432e-85           4.25528e-68           2.98221e-60           3.68056e-56           2.73813               0               
83     1.75319e-28     1.86369e-42           6.34211e-34           5.67579e-30           7.57271e-28           2.7257                0               
