Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0925)   P(D|M,rr[2]=0.4013)   P(D|M,rr[3]=0.9529)   P(D|M,rr[4]=2.5532)   Posterior mean        P(D|M,rr[0]=0)  
1      0.00794962      0.0157493             0.000220052           1.26081e-07           1.90545e-16           0.0486038             0.057337        
2      2.05634e-37     1.85121e-44           2.04441e-37           6.84001e-37           1.22012e-43           0.892175              0               
3      0.00794962      0.0157493             0.000220052           1.26081e-07           1.90545e-16           0.0486038             0.057337        
4      4.33573e-23     2.53116e-24           1.84018e-22           7.75972e-25           1.42553e-34           0.431441              0               
5      0.00550765      0.00586258            3.84616e-06           1.72789e-11           9.58977e-25           0.0246901             0.055941        
6      0.0017907       0.000380786           5.30705e-10           6.08799e-20           2.64842e-44           0.00491843            0.022951        
7      8.31847e-30     2.2184e-35            3.82387e-30           3.21143e-29           1.77933e-33           0.965969              0               
8      9.64618e-14     3.97385e-13           1.93783e-14           2.21993e-19           1.13518e-33           0.11544               0               
9      0.0018097       0.000273853           0.00121338            0.00253873            0.00379285            1.74277               0               
10     0.00212418      0.000576565           0.00197613            0.00315478            0.00347006            1.49617               0               
11     0.00241943      0.000857781           0.00255926            0.00351841            0.00351772            1.38884               0               
12     0.00241943      0.000857781           0.00255926            0.00351841            0.00351772            1.38884               0               
13     0.00212418      0.000576565           0.00197613            0.00315478            0.00347006            1.49617               0               
14     0.00413817      0.00172757            0.00476641            0.006019              0.00536599            1.29943               0               
15     8.87211e-59     7.37937e-80           2.80884e-64           2.66547e-58           1.16773e-58           1.55585               0               
16     3.45602e-45     7.88421e-52           7.81406e-45           7.1177e-45            6.69336e-53           0.717484              0               
17     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
18     0.0646          0.0646                0.0646                0.0646                0.0646                1                     0.0646          
19     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
20     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
21     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
22     6.58357e-06     2.56345e-05           2.80379e-06           6.07975e-09           4.57168e-17           0.133008              0               
23     0.00591827      0.00486411            1.11015e-06           9.54681e-13           1.98119e-27           0.0190285             0.0646          
24     5.66935e-06     2.44898e-05           4.63933e-09           3.98084e-16           1.16817e-34           0.0999942             0               
25     3.14115e-17     1.81342e-18           1.31905e-16           1.99527e-18           6.42976e-27           0.437782              0               
26     3.55724e-17     4.07291e-18           1.485e-16             1.11798e-18           5.56332e-27           0.428974              0               
27     1.33108e-33     6.21437e-40           6.09735e-34           5.14108e-33           1.08639e-37           0.966138              0               
28     2.97031e-15     8.25053e-16           1.19237e-14           8.44628e-17           3.9534e-25            0.415957              0               
29     6.97702e-66     8.18939e-98           1.7634e-78            1.46205e-69           3.01428e-65           2.75774               0               
30     0.053052        0.053052              0.053052              0.053052              0.053052              1                     0.053052        
31     5.87538e-15     1.15017e-15           2.33288e-14           9.05609e-16           1.42959e-22           0.439622              0               
