Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0976)   P(D|M,rr[2]=0.4110)   P(D|M,rr[3]=0.9596)   P(D|M,rr[4]=2.5318)   Posterior mean        P(D|M,rr[0]=0)  
1      0.00779001      0.0143475             0.000175914           9.42057e-08           1.60097e-16           0.0472713             0.057337        
2      6.45156e-38     1.2215e-44            7.77357e-38           2.01989e-37           4.8525e-44            0.874902              0               
3      0.00779001      0.0143475             0.000175914           9.42057e-08           1.60097e-16           0.0472713             0.057337        
4      1.61769e-24     2.35313e-26           6.90033e-24           9.00695e-26           6.23104e-35           0.452003              0               
5      0.00548285      0.00498629            2.6439e-06            1.10576e-11           8.15943e-25           0.022244              0.055941        
6      0.00184238      0.000281819           2.58278e-10           2.57231e-20           1.90357e-44           0.00373306            0.022951        
7      4.39353e-29     3.15362e-34           2.9147e-29            1.6134e-28            6.3149e-33            0.949224              0               
8      1.0392e-13      4.35834e-13           1.47406e-14           1.47143e-19           9.83639e-34           0.116926              0               
9      0.00190831      0.000324205           0.00137933            0.00274566            0.00382482            1.69219               0               
10     0.00219912      0.000671032           0.00216477            0.00327634            0.00342275            1.45113               0               
11     0.00248965      0.000989674           0.00274554            0.00358107            0.00347827            1.35236               0               
12     0.00248965      0.000989674           0.00274554            0.00358107            0.00347827            1.35236               0               
13     0.00219912      0.000671032           0.00216477            0.00327634            0.00342275            1.45113               0               
14     0.00422751      0.00198325            0.00505446            0.00604727            0.00524454            1.26268               0               
15     1.50818e-57     9.91029e-78           2.12404e-62           6.03218e-57           5.06947e-58           1.17227               0               
16     1.47482e-42     7.01013e-48           5.49816e-42           8.96316e-43           1.32158e-51           0.528858              0               
17     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
18     0.0646          0.0646                0.0646                0.0646                0.0646                1                     0.0646          
19     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
20     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
21     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
22     6.7824e-06      2.68995e-05           2.50262e-06           4.86284e-09           3.83207e-17           0.134876              0               
23     0.00593158      0.00402637            7.14175e-07           5.63034e-13           1.56792e-27           0.0165783             0.0646          
24     5.09611e-06     2.20925e-05           3.054e-09             2.31591e-16           9.34867e-35           0.10586               0               
25     6.03888e-16     2.06641e-16           2.39957e-15           1.21103e-17           1.27238e-26           0.421448              0               
26     3.69621e-17     6.2928e-18            1.53004e-16           9.62026e-19           5.31231e-27           0.435737              0               
