Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0989)   P(D|M,rr[2]=0.4135)   P(D|M,rr[3]=0.9613)   P(D|M,rr[4]=2.5263)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0077877       0.0144387             0.000187821           1.13572e-07           2.37625e-16           0.0483601             0.057337        
2      1.76598e-38     3.08666e-45           1.54952e-38           6.10333e-38           3.15381e-44           0.92126               0               
3      0.0077877       0.0144387             0.000187821           1.13572e-07           2.37625e-16           0.0483601             0.057337        
4      5.2927e-23      4.74147e-24           2.2382e-22            7.96902e-25           1.59223e-34           0.442969              0               
5      0.00546815      0.00503753            2.91036e-06           1.38494e-11           1.12963e-24           0.0228441             0.055941        
6      0.00183295      0.000289154           3.19889e-10           3.92763e-20           3.55526e-44           0.00390238            0.022951        
7      9.22428e-29     7.24748e-33           1.33153e-28           2.66569e-28           3.61143e-33           0.843733              0               
8      1.1413e-13      4.77427e-13           1.71547e-14           1.85172e-19           1.33303e-33           0.119018              0               
9      0.00201948      0.000375749           0.00156442            0.00297107            0.00384015            1.63921               0               
10     0.00227741      0.000764694           0.00235976            0.0033884             0.00335626            1.40373               0               
11     0.00256172      0.00111804            0.00292637            0.00362692            0.00342986            1.31474               0               
12     0.00256172      0.00111804            0.00292637            0.00362692            0.00342986            1.31474               0               
13     0.00227741      0.000764694           0.00235976            0.0033884             0.00335626            1.40373               0               
14     0.0043123       0.00222933            0.00532075            0.00603483            0.0051024             1.22394               0               
15     1.41391e-59     3.442e-80             8.4812e-65            4.23978e-59           1.88737e-59           1.56369               0               
16     1.32819e-44     8.14689e-51           3.34853e-44           2.40716e-44           2.38969e-52           0.696154              0               
17     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
18     0.0646          0.0646                0.0646                0.0646                0.0646                1                     0.0646          
19     0.041977        0.041977              0.041977              0.041977              0.041977              1                     0.041977        
20     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
21     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
22     5.29649e-06     2.09895e-05           1.95857e-06           4.23925e-09           4.43605e-17           0.136448              0               
23     0.00591506      0.00408859            8.06384e-07           7.33198e-13           2.35086e-27           0.0171128             0.0646          
24     4.13435e-06     1.79136e-05           2.59003e-09           2.23135e-16           1.31741e-34           0.107247              0               
25     7.91386e-15     6.51083e-15           2.76936e-14           9.01761e-17           5.89933e-26           0.38482               0               
26     4.31648e-17     7.15756e-18           1.78689e-16           1.20822e-18           7.2157e-27            0.438746              0               
27     4.42596e-34     5.34719e-40           2.69321e-34           1.64864e-33           2.8609e-38            0.958114              0               
28     3.53602e-15     1.34269e-15           1.38875e-14           9.31449e-17           6.1614e-25            0.4217                0               
29     1.10948e-65     2.77348e-96           1.47071e-77           3.82322e-69           4.80755e-65           2.73678               0               
30     0.053052        0.053052              0.053052              0.053052              0.053052              1                     0.053052        
31     5.3907e-15      1.37139e-15           2.12184e-14           7.70766e-16           1.49307e-22           0.447528              0               
32     4.26049e-49     3.80472e-64           2.93538e-52           1.84026e-48           5.72119e-51           1.04658               0               
33     8.53304e-26     3.79886e-30           9.05373e-26           2.79226e-25           1.14887e-29           0.896159              0               
34     6.25292e-15     2.02406e-14           6.85627e-15           9.29035e-20           1.49947e-33           0.193421              0               
35     1.88802e-21     4.30025e-22           7.73907e-21           1.26054e-23           9.06754e-34           0.430956              0               
36     8.02098e-34     9.25122e-40           9.06316e-34           2.56956e-33           1.12986e-39           0.886679              0               
37     1.16576e-45     8.31973e-59           3.76513e-48           5.04749e-45           5.45406e-49           1.04116               0               
38     1.51929e-18     5.65634e-18           9.27495e-19           1.28478e-24           1.35046e-41           0.155202              0               
39     4.23858e-19     5.95757e-20           1.76303e-18           1.41828e-20           9.16607e-29           0.441481              0               
