Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0907)   P(D|M,rr[2]=0.3979)   P(D|M,rr[3]=0.9505)   P(D|M,rr[4]=2.5609)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0116761       0.013654              1.94669e-05           2.72583e-10           1.73041e-22           0.0266942             0.099081        
2      0.00800771      0.00517692            5.8203e-07            8.02519e-14           1.28746e-31           0.0146732             0.079066        
3      1.03746e-43     2.42477e-56           7.44964e-46           4.53423e-43           2.01522e-47           1.03938               0               
4      2.0268e-41      2.57869e-51           5.19494e-42           8.35366e-41           8.49527e-49           1.00488               0               
5      8.54079e-23     1.60743e-25           3.36029e-22           3.77179e-23           2.94138e-31           0.496332              0               
6      0.00870317      0.0162032             0.000230336           1.19952e-07           6.52012e-17           0.0448708             0.057337        
7      4.91988e-15     6.65504e-15           1.48723e-14           1.1492e-17            6.46368e-29           0.331924              0               
8      0.00145189      0.00146634            9.35581e-07           1.75702e-12           5.92799e-29           0.0229753             0.012937        
9      0.00197028      0.00397281            9.29726e-05           1.10442e-07           3.87719e-16           0.0504493             0.012066        
10     0.00870317      0.0162032             0.000230336           1.19952e-07           6.52012e-17           0.0448708             0.057337        
11     5.86384e-08     2.56615e-07           9.86109e-11           8.56473e-18           4.44506e-35           0.0994441             0               
12     1.13004e-07     4.86133e-07           8.58682e-09           2.65233e-13           3.06555e-26           0.10515               0               
13     3.09652e-05     0.000135188           3.74616e-07           2.45189e-12           1.35219e-26           0.100244              0               
14     2.71162e-17     3.17513e-17           8.69572e-17           3.70938e-21           2.23653e-36           0.345575              0               
15     3.5155e-10      1.52514e-09           1.39143e-11           7.58848e-18           1.11416e-34           0.102354              0               
16     1.41327e-21     2.7317e-22            5.91243e-21           1.57542e-24           2.40296e-38           0.420777              0               
17     2.48907e-22     4.29237e-23           1.04676e-21           9.80782e-27           1.21917e-45           0.422229              0               
18     1.38803e-08     6.06536e-08           1.13016e-10           6.8987e-17            4.18289e-34           0.0999402             0               
19     1.45225e-24     5.73589e-29           3.15624e-24           3.20153e-24           4.25887e-31           0.740026              0               
20     4.86662e-16     3.34954e-16           1.79433e-15           1.28198e-18           2.84137e-30           0.382981              0               
21     6.87422e-17     1.64474e-16           1.36469e-16           3.68972e-21           2.29102e-36           0.251759              0               
22     5.92298e-21     5.78813e-23           2.5643e-20            2.29333e-22           5.10412e-33           0.440063              0               
23     3.30114e-49     3.14699e-65           1.57926e-52           1.44481e-48           2.39108e-52           1.04052               0               
24     2.73578e-44     4.19e-55              8.87693e-46           1.18882e-43           2.16944e-49           1.03581               0               
25     7.32933e-29     2.29456e-34           1.16158e-28           2.04713e-28           1.52629e-35           0.821337              0               
26     1.23765e-15     8.25238e-17           4.55385e-15           7.8193e-16            2.11745e-21           0.517629              0               
27     2.45227e-42     2.12202e-56           2.63461e-45           1.07235e-41           9.68975e-45           1.04173               0               
28     5.80736e-49     5.32334e-66           1.27382e-52           2.54073e-48           1.55204e-51           1.04134               0               
