Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0928)   P(D|M,rr[2]=0.4018)   P(D|M,rr[3]=0.9533)   P(D|M,rr[4]=2.5522)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0116841       0.0123741             1.42779e-05           1.54195e-10           5.48697e-23           0.0246853             0.099081        
2      0.00810247      0.00452014            3.77699e-07           3.59075e-14           2.30096e-32           0.0129433             0.079066        
3      1.86247e-44     4.47148e-57           1.37345e-46           8.16786e-44           2.53045e-48           1.04596               0               
4      1.89739e-42     4.77885e-53           3.95515e-43           7.93974e-42           4.24427e-50           1.01818               0               
5      2.63398e-23     1.39817e-26           9.6339e-23            1.93579e-23           2.19943e-31           0.542569              0               
6      0.00863542      0.0152135             0.000187895           8.14969e-08           2.97441e-17           0.043048              0.057337        
7      9.88249e-15     1.55075e-14           2.78891e-14           1.7331e-17            5.80808e-29           0.320297              0               
8      0.00145693      0.00131531            6.57027e-07           8.92221e-13           1.45518e-29           0.0209835             0.012937        
9      0.0019527       0.00375846            7.76227e-05           7.81051e-08           1.8832e-16            0.048643              0.012066        
10     0.00863542      0.0152135             0.000187895           8.14969e-08           2.97441e-17           0.043048              0.057337        
11     5.44198e-08     2.39003e-07           6.33078e-11           3.52057e-18           7.38686e-36           0.101976              0               
12     1.18883e-07     5.15228e-07           7.0279e-09            1.59091e-13           9.19855e-27           0.106454              0               
13     2.94924e-05     0.000129282           2.7826e-07            1.33638e-12           3.69984e-27           0.102615              0               
14     6.62688e-17     2.00535e-16           9.05824e-17           1.56876e-21           4.34255e-37           0.207497              0               
15     1.36467e-10     5.95758e-10           3.74304e-12           1.36219e-18           1.35089e-35           0.104005              0               
16     9.26033e-21     9.67328e-21           3.10054e-20           2.01078e-24           3.34229e-39           0.360615              0               
17     4.33883e-22     1.42435e-22           1.76361e-21           6.75358e-27           8.79941e-47           0.415929              0               
18     9.66043e-09     4.23805e-08           5.78588e-11           2.44774e-17           6.23702e-35           0.102349              0               
19     1.99883e-23     8.42796e-27           6.96895e-23           1.81109e-23           3.31636e-31           0.566171              0               
20     1.82091e-14     4.35399e-14           3.64463e-14           6.72569e-18           1.85545e-30           0.256604              0               
21     7.69296e-17     2.15552e-16           1.22399e-16           2.14688e-21           4.71683e-37           0.224816              0               
22     2.06677e-21     2.74104e-23           8.98829e-21           6.36231e-23           1.12892e-33           0.444509              0               
23     1.42027e-51     3.75842e-69           2.39869e-55           6.23591e-51           3.10613e-54           1.04777               0               
24     7.99297e-46     5.16813e-58           9.72464e-48           3.50159e-45           5.59408e-51           1.04525               0               
25     5.01519e-29     2.97848e-34           1.00951e-28           1.19366e-28           4.53696e-36           0.769416              0               
26     1.4183e-15      1.1499e-16            5.34901e-15           7.66618e-16           1.45149e-21           0.509544              0               
27     1.97897e-41     3.32706e-55           2.85786e-44           8.68637e-41           4.43138e-44           1.04762               0               
28     4.10118e-48     1.24808e-64           1.62191e-51           1.80122e-47           2.63252e-51           1.04712               0               
29     1.40959e-62     1.73568e-85           2.27187e-68           5.61432e-62           5.78034e-63           1.21084               0               
30     2.33666e-34     1.95806e-39           9.97226e-34           2.92678e-35           3.1275e-46            0.458557              0               
31     6.86376e-27     1.33991e-28           2.96127e-26           4.05877e-28           2.45573e-38           0.447934              0               
32     5.44372e-40     2.37121e-47           1.57678e-39           8.14653e-40           1.41261e-49           0.647602              0               
33     2.27241e-10     9.96892e-10           1.37837e-12           1.02983e-19           4.29389e-40           0.102355              0               
34     0.00413343      0.00166078            3.93002e-08           3.45254e-16           1.05966e-37           0.00931963            0.041977        
35     0.00805689      0.007256              4.00588e-06           9.99602e-12           2.24701e-26           0.0209372             0.071586        
36     6.1912e-13      2.64267e-12           7.71326e-14           9.93792e-20           1.51394e-35           0.111511              0               
37     7.49533e-09     3.29126e-08           1.44708e-11           4.04892e-19           9.73978e-38           0.102035              0               
