Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0911)   P(D|M,rr[2]=0.3985)   P(D|M,rr[3]=0.9510)   P(D|M,rr[4]=2.5594)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0116754       0.0133581             1.7985e-05            2.27803e-10           9.44991e-23           0.026204              0.099081        
2      0.00802733      0.00502346            5.22492e-07           6.33462e-14           5.32668e-32           0.0142552             0.079066        
3      1.00238e-43     9.58345e-57           5.47258e-46           4.38611e-43           1.36247e-47           1.0409                0               
4      3.52549e-41     3.96212e-51           1.22433e-41           1.42218e-40           3.84009e-49           0.993635              0               
5      2.05461e-22     4.12638e-25           8.1649e-22            8.3278e-23            4.57654e-31           0.492337              0               
6      0.00868686      0.015979              0.00021917            1.08106e-07           5.04791e-17           0.0443992             0.057337        
7      6.23361e-15     8.60232e-15           1.8695e-14            1.38739e-17           5.76936e-29           0.330752              0               
8      0.00145277      0.00143157            8.58868e-07           1.47031e-12           3.87397e-29           0.0224956             0.012937        
9      0.0019661       0.00392446            8.90018e-05           1.00852e-07           3.13236e-16           0.0499708             0.012066        
10     0.00868686      0.015979              0.00021917            1.08106e-07           5.04791e-17           0.0443992             0.057337        
11     6.07895e-08     2.66243e-07           9.24403e-11           6.53088e-18           1.50829e-35           0.0998745             0               
12     1.28883e-07     5.55513e-07           9.15852e-09           2.52948e-13           1.86919e-26           0.10522               0               
13     3.21587e-05     0.000140531           3.64954e-07           2.14966e-12           7.77539e-27           0.10063               0               
14     2.47253e-17     3.06309e-17           7.76945e-17           2.74342e-21           6.66385e-37           0.341308              0               
15     3.4853e-09      1.52404e-08           2.96667e-11           6.13659e-18           3.12787e-35           0.100412              0               
