Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0929)   P(D|M,rr[2]=0.4020)   P(D|M,rr[3]=0.9534)   P(D|M,rr[4]=2.5516)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0116397       0.0128342             1.66691e-05           2.15717e-10           1.05529e-22           0.0257509             0.099081        
2      0.0080342       0.00475411            4.70071e-07           5.86265e-14           6.1498e-32            0.0137481             0.079066        
3      2.9528e-44      7.55875e-57           2.2429e-46            1.29267e-43           3.73855e-48           1.04432               0               
4      3.16949e-43     3.13389e-54           3.82711e-44           1.35171e-42           3.72172e-50           1.02867               0               
5      8.15023e-24     6.0956e-27            2.96094e-23           6.12727e-24           9.81459e-32           0.544369              0               
6      0.00863919      0.0155754             0.000208581           1.04309e-07           5.53951e-17           0.044299              0.057337        
7      4.40467e-15     6.49491e-15           1.28124e-14           9.3318e-18            4.47623e-29           0.327122              0               
8      0.00144971      0.0013698             7.88321e-07           1.38228e-12           4.59255e-29           0.0219981             0.012937        
9      0.00195503      0.00383713            8.51924e-05           9.77304e-08           3.42858e-16           0.0499728             0.012066        
10     0.00863919      0.0155754             0.000208581           1.04309e-07           5.53951e-17           0.044299              0.057337        
11     6.12504e-08     2.68527e-07           8.58986e-11           6.19348e-18           1.77049e-35           0.101956              0               
12     1.37104e-07     5.92144e-07           9.12645e-09           2.51822e-13           2.15521e-26           0.106992              0               
13     3.07748e-05     0.000134631           3.31807e-07           1.98786e-12           8.71551e-27           0.10268               0               
14     5.21628e-19     1.63389e-19           2.12397e-18           2.3202e-22            2.51132e-37           0.416648              0               
15     1.57463e-11     6.75001e-11           1.55503e-12           1.19488e-18           2.71597e-35           0.10948               0               
16     9.23796e-21     8.56434e-21           3.1946e-20            2.66289e-24           7.07761e-39           0.369183              0               
17     2.5815e-22      6.55973e-23           1.06651e-21           6.41101e-27           2.05745e-46           0.42116               0               
18     1.28538e-08     5.62805e-08           8.95569e-11           4.85365e-17           1.88237e-34           0.102386              0               
19     2.55024e-23     9.49312e-27           8.5826e-23            2.6005e-23            6.84907e-31           0.581329              0               
20     2.03953e-14     4.61291e-14           4.33045e-14           9.62814e-18           3.7742e-30            0.266053              0               
21     7.74963e-17     2.03205e-16           1.36652e-16           3.17282e-21           1.19893e-36           0.238141              0               
22     1.41674e-23     3.02546e-26           6.04497e-23           1.65087e-24           1.82564e-34           0.456693              0               
23     6.26379e-50     1.77753e-66           2.13367e-53           2.74622e-49           5.47292e-53           1.04562               0               
24     2.98938e-44     3.88079e-55           1.06467e-45           1.30034e-43           6.82427e-50           1.0404                0               
25     6.50541e-29     5.22908e-35           7.47729e-29           2.10521e-28           2.69589e-35           0.886875              0               
26     1.69095e-15     1.24914e-16           6.26664e-15           1.02408e-15           2.75297e-21           0.51857               0               
27     3.11703e-42     7.23047e-57           2.2949e-45            1.36533e-41           1.41549e-44           1.04703               0               
28     8.80771e-49     1.45403e-65           2.47651e-52           3.86126e-48           1.109e-51             1.04578               0               
29     1.6611e-64      2.65999e-88           7.81285e-71           4.76383e-64           2.52092e-64           1.65168               0               
30     1.9402e-34      4.98834e-40           8.07287e-34           4.35844e-35           1.00723e-45           0.471761              0               
31     3.86068e-24     3.19366e-25           1.65103e-23           1.01334e-25           3.05818e-36           0.438021              0               
32     4.66403e-39     1.17742e-45           1.64157e-38           4.03834e-39           3.75776e-49           0.560148              0               
33     2.80445e-10     1.22785e-09           2.03776e-12           2.05917e-19           1.52286e-39           0.102409              0               
34     0.00409117      0.00175992            5.07011e-08           6.19975e-16           3.76944e-37           0.00999151            0.041977        
