Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0917)   P(D|M,rr[2]=0.3998)   P(D|M,rr[3]=0.9519)   P(D|M,rr[4]=2.5565)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0116324       0.0125181             1.42268e-05           1.453e-10             5.17995e-23           0.0248058             0.099081        
2      0.00805041      0.00459279            3.75446e-07           3.26056e-14           2.18834e-32           0.0130903             0.079066        
3      2.337e-44       5.20549e-57           1.69418e-46           1.02392e-43           3.82651e-48           1.04345               0               
4      6.12238e-42     2.62027e-52           1.29957e-42           2.55701e-41           2.0316e-49            1.01509               0               
5      8.71214e-23     2.19133e-25           3.53871e-22           2.82651e-23           1.05144e-31           0.483275              0               
6      0.00861398      0.0153266             0.00018731            7.72711e-08           2.35867e-17           0.0429869             0.057337        
7      3.93719e-15     6.23276e-15           1.10404e-14           6.21527e-18           1.7553e-29            0.316983              0               
8      0.00144969      0.00133223            6.53492e-07           8.12323e-13           9.47021e-30           0.0211235             0.012937        
9      0.00194847      0.00378305            7.74092e-05           7.44433e-08           1.50164e-16           0.0485134             0.012066        
10     0.00861398      0.0153266             0.00018731            7.72711e-08           2.35867e-17           0.0429869             0.057337        
11     5.52506e-08     2.42418e-07           6.36382e-11           3.40296e-18           8.80868e-36           0.100754              0               
12     1.12399e-07     4.86646e-07           6.64789e-09           1.43013e-13           8.00649e-27           0.105221              0               
13     2.93192e-05     0.000128402           2.73204e-07           1.22302e-12           3.07783e-27           0.101383              0               
14     2.13626e-17     3.18816e-17           6.18722e-17           1.65433e-21           4.03908e-37           0.323757              0               
15     3.85631e-10     1.68225e-09           1.01921e-11           3.23856e-18           2.15453e-35           0.102701              0               
16     1.51003e-21     4.08824e-22           6.21732e-21           1.04064e-24           6.51208e-39           0.417936              0               
17     2.05727e-22     5.52458e-23           8.47636e-22           4.25392e-27           1.54336e-46           0.418013              0               
18     1.417e-08       6.21063e-08           8.24113e-11           3.10555e-17           7.58336e-35           0.101113              0               
19     1.72961e-24     1.06054e-28           4.44124e-24           3.1495e-24            1.90405e-31           0.689996              0               
20     4.55954e-16     3.99531e-16           1.60077e-15           7.74548e-19           7.85472e-31           0.371438              0               
21     6.76854e-17     1.87616e-16           1.09438e-16           1.83038e-21           4.56993e-37           0.225204              0               
22     5.41494e-21     7.12059e-23           2.35493e-20           1.44352e-22           1.47448e-33           0.441359              0               
23     4.30959e-50     4.40247e-67           1.06238e-53           1.89075e-49           5.18336e-53           1.04484               0               
24     1.99752e-44     4.54286e-55           8.2744e-46            8.68389e-44           7.34085e-50           1.03867               0               
25     8.90122e-29     4.8392e-34            1.78378e-28           2.12275e-28           6.74417e-36           0.767818              0               
26     1.23282e-15     9.84188e-17           4.66392e-15           6.48198e-16           1.04062e-21           0.505109              0               
27     2.64007e-42     4.72528e-56           4.19613e-45           1.15776e-41           4.87673e-45           1.04491               0               
28     7.24298e-49     1.57608e-65           2.67755e-52           3.1778e-48            7.10721e-52           1.04473               0               
29     3.71333e-63     5.14626e-87           2.08691e-69           1.25072e-62           3.7897e-63            1.45381               0               
30     2.97162e-34     2.67778e-39           1.26736e-33           3.6808e-35            5.068e-46             0.455787              0               
31     4.33249e-24     3.97918e-25           1.85253e-23           9.10293e-26           2.44827e-36           0.434519              0               
32     2.71252e-38     1.12462e-44           1.04966e-37           1.40802e-38           5.85333e-49           0.510332              0               
33     2.56709e-10     1.12512e-09           1.51015e-12           9.84102e-20           3.81172e-40           0.101118              0               
34     0.00410311      0.00168831            3.87578e-08           3.01983e-16           8.59577e-38           0.00943881            0.041977        
35     0.00801481      0.00734092            3.96885e-06           9.16466e-12           1.89091e-26           0.0210579             0.071586        
36     1.32235e-12     5.61249e-12           1.90979e-13           2.75383e-19           3.65008e-35           0.111789              0               
37     2.91719e-09     1.27973e-08           5.60444e-12           1.58231e-19           6.71533e-38           0.100813              0               
38     0.00224356      0.00115551            5.82338e-08           1.44849e-15           1.00191e-36           0.011816              0.022355        
39     0.00410311      0.00168831            3.87578e-08           3.01983e-16           8.59577e-38           0.00943881            0.041977        
40     1.10062e-06     4.39263e-06           4.36498e-07           1.23115e-09           1.37055e-17           0.131452              0               
41     1.25542e-63     7.5812e-85            1.12434e-69           1.41268e-63           4.09705e-63           2.3536                0               
42     0.00655723      0.00189613            1.61291e-08           6.88583e-17           4.26037e-36           0.00663283            0.069147        
43     0.00410311      0.00168831            3.87578e-08           3.01983e-16           8.59577e-38           0.00943881            0.041977        
44     1.25017e-67     3.0192e-98            1.51425e-77           8.02734e-69           5.40645e-67           2.77926               0               
45     2.13966e-49     6.24846e-64           3.5061e-52            9.38663e-49           3.11925e-53           1.04422               0               
46     4.27938e-15     7.88261e-15           1.08931e-14           5.48163e-18           7.8481e-29            0.296997              0               
47     4.40612e-86     2.20271e-141          5.5841e-111           6.18216e-96           1.93374e-85           2.80502               0               
48     0.079066        0.079066              0.079066              0.079066              0.079066              1                     0.079066        
49     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
50     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
51     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
52     0.04404         0.04404               0.04404               0.04404               0.04404               1                     0.04404         
53     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
54     0.079066        0.079066              0.079066              0.079066              0.079066              1                     0.079066        
55     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
56     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
57     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
58     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
59     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
60     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
61     0.012937        0.012937              0.012937              0.012937              0.012937              1                     0.012937        
62     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
63     0.069147        0.069147              0.069147              0.069147              0.069147              1                     0.069147        
64     8.80921e-63     2.30821e-92           4.29256e-73           1.07477e-64           3.85541e-62           2.80013               0               
65     1.78042e-42     2.17074e-47           7.80455e-42           9.28006e-45           5.18553e-62           0.439412              0               
66     3.14289e-50     4.31813e-68           7.21508e-55           1.07379e-49           3.05543e-50           1.43439               0               
67     3.14652e-44     2.73754e-54           1.53055e-44           1.22788e-43           1.15219e-52           0.977256              0               
68     1.32401e-73     3.01479e-112          2.91577e-88           1.99032e-77           5.81058e-73           2.80496               0               
69     9.79112e-32     1.35062e-35           3.88056e-31           4.16397e-32           5.56238e-41           0.497376              0               
70     6.09215e-35     1.14911e-41           2.30803e-34           3.65676e-35           2.26867e-45           0.521533              0               
71     3.68132e-15     4.12656e-18           2.90969e-15           1.24117e-14           8.30918e-16           1.02561               0               
72     1.54788e-69     7.68521e-105          3.47237e-84           2.10344e-74           6.79326e-69           2.80502               0               
73     2.19669e-86     3.21048e-129          3.78123e-104          1.74525e-92           9.64078e-86           2.80502               0               
74     8.80244e-91     3.43188e-144          2.10955e-115          6.27775e-101          3.86318e-90           2.80502               0               
75     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
76     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
