Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1086)   P(D|M,rr[2]=0.4309)   P(D|M,rr[3]=0.9727)   P(D|M,rr[4]=2.4877)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0131037       0.016558              0.000426619           9.90637e-07           7.76639e-14           0.0378459             0.057337        
2      0.0105919       0.00183523            7.04775e-08           6.64971e-15           1.93032e-31           0.0047067             0.061197        
3      0.00942359      0.0025613             3.63329e-07           2.10802e-13           6.4079e-29            0.00738624            0.053287        
4      0.0131037       0.016558              0.000426619           9.90637e-07           7.76639e-14           0.0378459             0.057337        
5      0.0105919       0.00183523            7.04775e-08           6.64971e-15           1.93032e-31           0.0047067             0.061197        
6      4.39891e-05     0.000211144           4.52983e-08           2.76914e-14           2.80573e-28           0.130478              0               
7      0.0131037       0.016558              0.000426619           9.90637e-07           7.76639e-14           0.0378459             0.057337        
8      0.00942359      0.0025613             3.63329e-07           2.10802e-13           6.4079e-29            0.00738624            0.053287        
9      0.00719308      0.00188085            2.26455e-07           8.79051e-14           5.59465e-30           0.00710527            0.040767        
10     4.45471e-08     2.13269e-07           5.99713e-10           2.35878e-15           5.71124e-30           0.13148               0               
11     3.54602e-07     1.67728e-06           2.51434e-08           8.36676e-12           1.36032e-20           0.136113              0               
12     1.44749e-20     9.16287e-23           6.26088e-20           6.79282e-21           7.94102e-28           0.580244              0               
13     5.73554e-12     2.70401e-11           4.95956e-13           5.20754e-18           1.38413e-30           0.137362              0               
14     3.27232e-36     4.34338e-42           4.52419e-36           1.11861e-35           7.68837e-42           0.98023               0               
15     5.93911e-38     2.61457e-47           1.19265e-39           2.82347e-37           1.5946e-39            1.17496               0               
16     3.99617e-31     1.38858e-37           1.52369e-31           1.76609e-30           7.85522e-35           1.11593               0               
17     3.86408e-51     2.39527e-66           6.79873e-55           1.40097e-50           4.54084e-51           1.61257               0               
18     1.04718e-31     1.83495e-39           2.24802e-33           4.32092e-31           6.84091e-32           1.41202               0               
19     1.25533e-37     3.0172e-50            1.86737e-40           5.66364e-37           3.61277e-38           1.27631               0               
20     1.2621e-52      9.31063e-71           3.73323e-58           4.90306e-53           5.56896e-52           2.83873               0               
21     1.29365e-05     6.144e-05             6.67555e-07           1.01774e-10           5.74349e-21           0.134555              0               
22     1.73943e-51     3.03315e-72           2.61922e-58           2.01939e-52           8.14898e-51           2.9419                0               
23     3.36125e-25     1.9734e-28            1.40225e-24           2.11279e-25           1.52537e-31           0.602283              0               
24     1.2888e-24      3.90437e-25           5.78806e-24           8.99298e-27           3.11798e-36           0.493725              0               
25     4.48998e-22     1.38808e-23           2.12005e-21           2.16943e-23           2.4754e-32            0.52124               0               
26     7.88836e-19     2.19905e-20           3.57006e-18           1.95116e-19           4.4049e-26            0.548445              0               
27     4.05722e-27     6.39534e-31           1.69689e-26           2.50895e-27           1.57136e-35           0.600939              0               
28     5.86792e-08     2.79622e-07           2.09406e-09           4.32859e-14           7.68493e-27           0.133271              0               
29     0.000315863     0.000168175           0.000455427           0.000555361           0.000337483           1.26186               0               
30     2.11119e-06     9.11689e-06           1.01296e-06           5.86448e-09           1.33569e-15           0.169651              0               
31     8.17687e-42     3.04981e-51           1.02812e-42           3.82284e-41           3.2977e-46            1.15049               0               
32     2.91883e-11     1.3792e-10            2.21225e-12           3.32742e-17           5.4009e-31            0.136502              0               
33     1.4017e-39      2.0202e-53            2.29163e-42           6.69948e-39           2.7738e-41            1.17478               0               
34     8.55735e-57     3.20875e-86           9.97347e-69           1.20411e-60           4.10823e-56           2.98581               0               
35     1.28726e-20     1.66884e-22           5.36823e-20           7.9518e-21            1.52782e-26           0.599818              0               
36     1.10809e-14     1.35923e-14           3.93796e-14           2.27018e-16           4.91752e-24           0.421137              0               
37     5.13659e-27     6.11296e-30           2.21619e-26           2.49256e-27           1.28012e-34           0.582822              0               
38     2.00937e-36     6.26123e-47           3.44101e-38           9.60487e-36           7.59923e-39           1.16662               0               
39     0.0071738       0.00178832            1.85442e-07           5.60524e-14           1.784e-30             0.00677344            0.040767        
40     0.042302        0.042302              0.042302              0.042302              0.042302              1                     0.042302        
41     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
42     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
43     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
44     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
45     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
46     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
47     0.0646          0.0646                0.0646                0.0646                0.0646                1                     0.0646          
48     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
49     0.069147        0.069147              0.069147              0.069147              0.069147              1                     0.069147        
50     0.099081        0.099081              0.099081              0.099081              0.099081              1                     0.099081        
51     0.053287        0.053287              0.053287              0.053287              0.053287              1                     0.053287        
52     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
53     0.034155        0.034155              0.034155              0.034155              0.034155              1                     0.034155        
54     0.069147        0.069147              0.069147              0.069147              0.069147              1                     0.069147        
55     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
56     0.053052        0.053052              0.053052              0.053052              0.053052              1                     0.053052        
57     0.040767        0.040767              0.040767              0.040767              0.040767              1                     0.040767        
58     0.053287        0.053287              0.053287              0.053287              0.053287              1                     0.053287        
59     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
60     0.071586        0.071586              0.071586              0.071586              0.071586              1                     0.071586        
61     1.77383e-32     2.82834e-39           2.44052e-32           6.07557e-32           2.44544e-38           0.98114               0               
62     2.68746e-39     2.80908e-50           1.48488e-41           1.2623e-38            2.64503e-40           1.20404               0               
63     1.51879e-40     1.76131e-51           1.41399e-42           7.24749e-40           2.99961e-42           1.17373               0               
64     1.71253e-24     4.9797e-27            6.43541e-24           1.78138e-24           1.48089e-30           0.657855              0               
65     5.52867e-45     1.53335e-60           9.87298e-49           2.31543e-44           3.38766e-45           1.39956               0               
66     4.87976e-06     1.96499e-05           3.72538e-06           5.22776e-08           1.13402e-13           0.194216              0               
67     0.040767        0.040767              0.040767              0.040767              0.040767              1                     0.040767        
68     0.069147        0.069147              0.069147              0.069147              0.069147              1                     0.069147        
69     3.53807e-60     1.17335e-83           1.706e-68             6.40418e-62           1.69221e-59           2.97901               0               
70     1.92646e-38     5.59406e-51           1.04937e-40           9.22955e-38           8.78901e-41           1.1685                0               
71     4.39809e-24     3.44054e-26           2.08735e-23           2.07162e-25           2.23678e-34           0.522936              0               
72     4.72292e-29     9.15461e-33           2.01817e-28           2.49193e-29           3.14082e-37           0.588641              0               
73     4.18585e-33     8.00818e-44           7.61201e-35           2.00071e-32           1.28909e-35           1.16621               0               
74     1.99943e-43     6.3483e-63            9.78324e-51           2.73869e-45           9.57178e-43           2.98068               0               
75     3.63802e-47     5.36135e-63           2.95053e-51           1.21596e-46           5.30609e-47           1.71991               0               
76     2.84195e-58     5.65631e-87           8.52936e-70           7.44281e-62           1.36434e-57           2.98577               0               
77     2.30404e-47     9.92352e-61           4.81748e-50           1.08055e-46           2.51265e-48           1.20853               0               
78     1.23618e-52     1.88547e-70           5.01269e-58           6.70052e-53           5.26481e-52           2.78057               0               
79     2.32552e-44     4.98988e-61           2.29015e-49           1.22303e-44           9.94168e-44           2.78667               0               
80     1.9344e-67      7.98151e-103          3.27979e-83           1.439e-73             9.28697e-67           2.98587               0               
81     1.65169e-44     6.43579e-59           2.57134e-48           3.65654e-44           4.27291e-44           2.14731               0               
82     1.29261e-17     2.61168e-18           5.77404e-17           1.70548e-18           3.83522e-25           0.518781              0               
83     2.18034e-32     1.74589e-41           1.04251e-33           1.03598e-31           3.67893e-35           1.16167               0               
84     2.33388e-46     1.95097e-59           2.84574e-49           1.0267e-45            9.35015e-47           1.31908               0               
85     1.99783e-50     4.66323e-66           5.61115e-55           1.40248e-50           8.18896e-50           2.71997               0               
86     1.77457e-32     6.4459e-41            1.90573e-33           8.32749e-32           1.55884e-35           1.15329               0               
87     1.73205e-64     4.41593e-98           2.23886e-78           3.14939e-69           8.31546e-64           2.98586               0               
88     3.23915e-50     5.53011e-67           2.61379e-55           1.34375e-50           1.42073e-49           2.82874               0               
89     3.27362e-54     3.19804e-75           6.41066e-62           5.2882e-56            1.56636e-53           2.97975               0               
90     7.98293e-55     4.44735e-81           7.70956e-66           1.53875e-58           3.83242e-54           2.98579               0               
91     1.80893e-70     1.63932e-105          3.90815e-86           1.51835e-76           8.6846e-70            2.98587               0               
92     1.13194e-65     3.08131e-99           3.07304e-80           5.53238e-71           5.4344e-65            2.98587               0               
93     2.11249e-40     9.43364e-61           7.44038e-50           3.50893e-44           1.01416e-39           2.9858                0               
94     8.84096e-15     1.63017e-17           7.47703e-15           3.25031e-14           2.44864e-15           1.15745               0               
95     2.36057e-41     3.71356e-67           3.01228e-53           3.69718e-46           1.13329e-40           2.98586               0               
96     3.00271e-16     2.31875e-19           1.48744e-16           9.37789e-16           3.54821e-16           1.5478                0               
97     0.00525242      0.00448284            0.00836959            0.00720835            0.00515587            1.13908               0               
98     0.00133376      0.00026615            0.000929651           0.0018291             0.00337841            1.98936               0               
99     0.022951        0.022951              0.022951              0.022951              0.022951              1                     0.022951        
100    5.04113e-14     3.46405e-14           1.84324e-13           2.30575e-14           7.12401e-19           0.523788              0               
101    2.0507e-57      1.13518e-75           5.79787e-63           8.15039e-58           9.03025e-57           2.83533               0               
102    1.01305e-43     8.6539e-61            1.093e-47             4.13065e-43           7.32844e-44           1.44148               0               
103    7.28416e-49     1.36458e-66           4.25674e-54           3.42848e-49           3.15424e-48           2.8076                0               
104    6.58099e-69     5.63162e-105          6.04723e-84           3.77147e-74           3.1595e-68            2.98587               0               
105    0.0129356       0.0158217             0.000356249           6.59846e-07           2.75886e-14           0.0361995             0.057337        
106    2.23944e-69     3.01288e-100          1.63967e-82           4.96496e-74           1.07514e-68           2.98586               0               
107    4.23183e-49     9.63617e-72           8.9597e-57            2.14339e-50           2.01025e-48           2.96668               0               
108    2.12144e-07     7.60312e-07           2.55957e-07           2.22758e-09           5.00097e-16           0.229868              0               
109    7.47882e-41     1.00495e-51           1.63517e-42           3.57393e-40           2.70979e-44           1.16468               0               
110    2.91844e-58     1.25613e-75           2.17406e-62           1.18804e-57           2.13066e-58           1.44401               0               
111    5.47243e-35     7.77545e-41           4.66703e-35           2.16057e-34           1.53431e-39           1.052                 0               
112    1.85807e-24     1.44237e-25           8.74659e-24           2.96629e-26           4.46665e-36           0.513095              0               
113    2.07114e-10     9.76179e-10           1.81636e-11           4.24389e-16           5.94076e-29           0.137461              0               
114    1.54585e-62     2.80604e-83           6.74607e-69           4.95354e-63           6.92622e-62           2.8645                0               
115    4.87497e-48     2.33882e-63           8.48258e-52           2.10736e-47           2.33002e-48           1.34851               0               
116    3.36351e-65     7.97873e-100          3.31229e-81           7.42858e-72           1.61481e-64           2.98587               0               
117    4.22689e-44     4.92823e-62           1.3489e-49            2.23938e-44           1.80537e-43           2.78521               0               
118    4.73546e-33     3.50822e-36           2.14676e-32           1.26364e-33           3.33633e-42           0.553273              0               
119    6.02831e-43     8.82821e-56           1.21701e-45           2.86378e-42           2.91641e-44           1.18556               0               
120    2.6819e-35      5.51541e-42           2.91854e-35           9.95715e-35           3.83194e-41           1.0201                0               
121    4.24452e-13     1.99959e-12           3.8187e-14            4.21828e-19           8.10816e-32           0.137644              0               
122    3.16724e-09     1.51161e-08           8.96883e-11           5.13638e-16           3.34964e-29           0.132677              0               
123    0.00936059      0.00225902            2.20974e-07           6.88273e-14           3.74876e-30           0.00655723            0.053287        
124    5.38896e-05     0.000238389           2.02529e-05           8.0112e-08            8.17406e-15           0.160995              0               
125    4.50252e-13     1.84784e-12           3.13797e-13           7.57655e-18           1.94297e-30           0.186548              0               
126    2.69785e-11     1.28956e-10           5.66512e-13           2.72023e-18           2.44705e-31           0.132087              0               
127    0.0129148       0.01573               0.000348127           6.26388e-07           2.41554e-14           0.0359965             0.057337        
128    2.48949e-14     8.8654e-14            3.08515e-14           1.36259e-17           4.72013e-29           0.230356              0               
129    0.0142045       0.0048651             1.44125e-06           2.8947e-12            2.34615e-26           0.00931348            0.079066        
130    0.0129148       0.01573               0.000348127           6.26388e-07           2.41554e-14           0.0359965             0.057337        
131    0.0192599       0.0130682             3.79159e-05           3.59837e-09           6.8719e-19            0.018641              0.099081        
132    5.46024e-36     4.01786e-43           2.05004e-36           2.4164e-35            3.4767e-40            1.11667               0               
133    0.0106275       0.0151068             0.000637941           3.21828e-06           1.53136e-12           0.0451482             0.04404         
134    0.00936059      0.00225902            2.20974e-07           6.88273e-14           3.74876e-30           0.00655723            0.053287        
135    2.65499e-26     8.91497e-29           1.25239e-25           2.13672e-27           3.23533e-36           0.527817              0               
136    5.87285e-21     9.6027e-22            2.69929e-20           2.42072e-22           5.21706e-31           0.509596              0               
137    1.17658e-05     5.64212e-05           6.60933e-08           2.97999e-13           6.04683e-27           0.130848              0               
138    1.06599e-28     7.24453e-30           5.03818e-28           7.13886e-31           4.89731e-41           0.512618              0               
139    1.03362e-32     1.58472e-39           3.76139e-33           4.58608e-32           1.32143e-36           1.11826               0               
140    1.5718e-20      6.32145e-21           6.89714e-20           1.68499e-22           3.26831e-32           0.486237              0               
141    1.9023e-25      2.07804e-28           3.39426e-25           5.7354e-25            1.13535e-28           0.925803              0               
142    4.92929e-07     2.33516e-06           3.1365e-08            1.83342e-12           7.19667e-24           0.135523              0               
143    1.07652e-17     6.53197e-18           4.49395e-17           2.11603e-19           3.6741e-28            0.470964              0               
144    9.61952e-08     4.61439e-07           3.8985e-10            5.96836e-16           1.56268e-29           0.130722              0               
145    2.13508e-14     9.01535e-14           1.2349e-14            1.71466e-18           6.02825e-30           0.177011              0               
146    0.0193484       0.0134885             4.28864e-05           4.71013e-09           1.28679e-18           0.0191733             0.099081        
147    2.16342e-06     1.03734e-05           1.30761e-08           6.63606e-14           1.81176e-27           0.130882              0               
148    1.26185e-07     6.05382e-07           4.27352e-10           6.80873e-16           3.52804e-31           0.130668              0               
149    5.91577e-06     2.8321e-05            8.03854e-08           1.58393e-12           1.29553e-24           0.13149               0               
150    0.0136744       0.00829734            1.57077e-05           6.36284e-10           6.25063e-21           0.016604              0.071586        
151    0.00936059      0.00225902            2.20974e-07           6.88273e-14           3.74876e-30           0.00655723            0.053287        
152    5.63506e-08     2.58713e-07           1.18185e-08           5.71812e-12           7.08413e-21           0.147314              0               
153    2.00558e-05     9.62733e-05           1.37667e-08           4.77506e-15           1.09043e-29           0.130451              0               
154    2.07903e-11     9.36121e-11           6.20086e-12           2.75988e-16           6.55002e-29           0.154428              0               
155    3.62765e-05     0.000161333           1.27847e-05           4.43053e-08           3.08383e-15           0.159052              0               
156    3.11145e-08     1.10659e-07           3.83711e-08           3.49279e-10           8.61679e-17           0.232176              0               
157    0.0106275       0.0151068             0.000637941           3.21828e-06           1.53136e-12           0.0451482             0.04404         
158    6.95664e-33     1.40966e-36           2.83881e-32           5.00904e-33           1.02309e-39           0.614704              0               
159    3.66377e-16     9.28215e-16           8.30662e-16           8.45748e-20           2.34731e-31           0.313106              0               
160    7.67496e-23     3.83075e-25           3.14359e-22           5.37296e-23           7.23574e-29           0.611613              0               
161    0.0106275       0.0151068             0.000637941           3.21828e-06           1.53136e-12           0.0451482             0.04404         
162    1.30896e-19     1.25684e-20           6.00807e-19           1.50525e-20           4.58838e-28           0.525027              0               
163    4.6543e-25      2.12448e-28           1.63217e-24           6.02124e-25           3.3372e-31            0.692389              0               
164    9.25589e-51     1.32583e-68           1.52536e-55           1.90717e-50           2.53653e-50           2.20545               0               
165    2.97369e-45     2.52546e-57           1.52884e-47           1.41915e-44           6.97828e-47           1.1757                0               
166    3.13854e-39     3.84344e-50           3.2976e-41            1.50243e-38           1.06803e-41           1.16737               0               
167    2.31682e-24     3.48056e-27           4.85871e-24           6.26021e-24           5.5194e-28            0.883201              0               
168    8.00685e-26     3.58895e-28           3.79466e-25           4.58037e-27           3.53646e-36           0.524574              0               
169    2.08932e-52     3.08743e-67           1.22411e-55           9.91489e-52           1.14605e-53           1.1882                0               
170    6.70012e-21     8.43968e-22           3.12987e-20           2.43605e-23           1.16981e-35           0.50753               0               
171    2.49336e-16     2.41617e-16           9.47104e-16           8.3324e-18            2.65807e-25           0.443642              0               
172    5.61968e-06     2.30282e-05           3.90618e-06           4.54386e-08           5.86591e-14           0.188142              0               
173    6.89349e-12     3.11194e-11           1.97583e-12           9.82997e-17           3.9769e-29            0.15349               0               
174    0.0100787       0.00588521            9.71209e-06           3.03897e-10           1.16768e-21           0.0159635             0.053052        
175    4.08852e-07     1.96267e-06           2.15834e-10           2.64996e-17           4.07261e-34           0.130438              0               
176    0.0136914       0.0083784             1.63142e-05           6.91299e-10           7.57861e-21           0.016749              0.071586        
177    0.00401488      0.00136954            3.64516e-07           4.34381e-13           7.67771e-29           0.00927456            0.022355        
178    0.0105457       0.00161343            4.22871e-08           2.09913e-15           1.00751e-32           0.00415578            0.061197        
179    0.0142173       0.0049267             1.5138e-06            3.22401e-12           3.01494e-26           0.00942329            0.079066        
180    2.05844e-17     3.43585e-17           6.44498e-17           1.63104e-20           2.48637e-31           0.382817              0               
181    3.64083e-06     1.72785e-05           2.00943e-07           3.34743e-11           2.00914e-21           0.134844              0               
182    2.25422e-06     1.08185e-05           3.93641e-09           2.17953e-15           9.5925e-32            0.130536              0               
183    1.63558e-17     1.1792e-17            6.65737e-17           1.58015e-19           4.33838e-30           0.46041               0               
184    1.85831e-31     4.6434e-37            2.43806e-31           6.48357e-31           1.31894e-36           0.989793              0               
185    4.0027e-07      1.92095e-06           7.29296e-10           4.33569e-16           2.31692e-32           0.130542              0               
186    0.0485507       0.0559283             0.0519793             0.0460441             0.0332134             0.80271               0.057337        
187    0.0378426       0.0501449             0.0419999             0.0315158             0.0153396             0.610176              0.053287        
188    0.0382037       0.0431429             0.0405959             0.0366726             0.0277285             0.829983              0.04404         
189    0.0103753       0.0118049             0.0110645             0.00992694            0.00735075            0.819086              0.012066        
190    0.0010804       0.000197949           0.000732099           0.0014731             0.00278381            2.01204               0               
191    0.0558581       0.0686808             0.0608984             0.0501975             0.0310584             0.715188              0.071586        
192    0.0300262       0.039592              0.0333616             0.0252269             0.0123522             0.615669              0.041977        
193    0.0581293       0.0749391             0.0641203             0.0498783             0.0268103             0.649353              0.079066        
194    0.0431651       0.0535624             0.0472075             0.0385155             0.0231418             0.701937              0.055941        
195    0.0788058       0.0952975             0.0852075             0.0714376             0.0470413             0.741013              0.099081        
196    0.0420761       0.0570475             0.0465509             0.033679              0.0157118             0.582895              0.061197        
197    0.0378426       0.0501449             0.0419999             0.0315158             0.0153396             0.610176              0.053287        
198    1.52622e-05     6.73104e-05           5.93846e-06           2.43841e-08           2.51132e-15           0.162088              0               
199    2.63205e-25     3.79098e-28           1.20152e-24           6.17427e-26           1.20945e-33           0.548846              0               
200    0.0106453       0.01518               0.000650252           3.35953e-06           1.70679e-12           0.045387              0.04404         
201    0.04404         0.04404               0.04404               0.04404               0.04404               1                     0.04404         
202    0.099081        0.099081              0.099081              0.099081              0.099081              1                     0.099081        
203    0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
204    0.04404         0.04404               0.04404               0.04404               0.04404               1                     0.04404         
