Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1099)   P(D|M,rr[2]=0.4331)   P(D|M,rr[3]=0.9741)   P(D|M,rr[4]=2.4829)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0132265       0.0180523             0.000615422           2.30125e-06           6.22018e-13           0.0425748             0.057337        
2      0.0104344       0.00233837            1.89931e-07           5.49307e-14           1.16296e-29           0.00615841            0.061197        
3      0.00932131      0.00316079            8.70961e-07           1.44733e-12           3.6678e-27            0.00932554            0.053287        
4      0.0132265       0.0180523             0.000615422           2.30125e-06           6.22018e-13           0.0425748             0.057337        
5      0.0104344       0.00233837            1.89931e-07           5.49307e-14           1.16296e-29           0.00615841            0.061197        
6      5.04426e-05     0.000240817           1.04161e-07           1.70735e-13           7.46536e-27           0.131375              0               
7      0.0132265       0.0180523             0.000615422           2.30125e-06           6.22018e-13           0.0425748             0.057337        
8      0.00932131      0.00316079            8.70961e-07           1.44733e-12           3.6678e-27            0.00932554            0.053287        
9      0.00711251      0.00232885            5.55265e-07           6.51097e-13           4.05922e-28           0.00900348            0.040767        
10     4.72331e-08     2.24406e-07           1.18605e-09           1.31603e-14           2.90929e-28           0.133237              0               
11     3.76405e-07     1.75839e-06           3.93455e-08           2.40606e-11           1.31171e-19           0.139667              0               
12     8.83176e-21     3.16219e-23           3.4008e-20            8.1421e-21            6.08456e-27           0.641509              0               
13     5.94046e-12     2.73674e-11           1.00507e-12           2.87474e-17           3.37775e-29           0.144879              0               
14     1.40335e-35     8.73397e-41           2.58439e-35           4.11817e-35           5.44875e-41           0.914027              0               
15     1.58506e-40     1.67352e-51           4.52891e-43           6.12655e-40           1.43941e-40           1.50528               0               
16     6.61801e-31     1.6792e-36            4.11703e-31           2.74893e-30           2.17672e-34           1.0791                0               
17     2.30723e-50     5.87601e-66           2.02143e-54           6.56215e-50           4.45729e-50           1.89183               0               
18     5.57665e-33     2.22506e-42           1.4541e-35            1.06364e-32           1.59839e-32           2.24393               0               
19     6.55537e-36     2.59938e-46           4.50949e-38           3.02043e-35           1.06e-36              1.22318               0               
20     2.73389e-52     5.1404e-72            1.01441e-58           3.89848e-53           1.26676e-51           2.91092               0               
21     1.55821e-05     7.3187e-05            1.23513e-06           3.85934e-10           1.10269e-19           0.137618              0               
22     6.19592e-54     1.98471e-78           3.42853e-63           2.455e-56             2.9568e-53            2.96322               0               
23     1.30983e-22     8.79592e-25           5.9119e-22            3.35236e-23           1.52523e-29           0.551176              0               
