Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1188)   P(D|M,rr[2]=0.4481)   P(D|M,rr[3]=0.9834)   P(D|M,rr[4]=2.4497)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0131679       0.017062              0.000605582           2.8558e-06            1.91314e-12           0.0436803             0.057337        
2      0.0105358       0.00199754            1.85476e-07           1.07342e-13           1.87256e-28           0.00563174            0.061197        
3      0.0093863       0.00275614            8.46304e-07           2.53525e-12           5.05214e-26           0.00872914            0.053287        
4      0.0131679       0.017062              0.000605582           2.8558e-06            1.91314e-12           0.0436803             0.057337        
5      0.0105358       0.00199754            1.85476e-07           1.07342e-13           1.87256e-28           0.00563174            0.061197        
6      4.98786e-05     0.000238927           1.12235e-07           3.33866e-13           7.71664e-26           0.14249               0               
7      0.0131679       0.017062              0.000605582           2.8558e-06            1.91314e-12           0.0436803             0.057337        
8      0.0093863       0.00275614            8.46304e-07           2.53525e-12           5.05214e-26           0.00872914            0.053287        
9      0.00716368      0.00202588            5.36625e-07           1.14235e-12           6.18065e-27           0.0084057             0.040767        
10     5.105e-08       2.43321e-07           1.33264e-09           2.51862e-14           3.88793e-27           0.144454              0               
11     3.65282e-07     1.71099e-06           3.95616e-08           3.4336e-11            5.9137e-19            0.151242              0               
12     1.8622e-20      9.70569e-23           7.10974e-20           1.80503e-20           3.32375e-26           0.666171              0               
13     7.8178e-12      3.62266e-11           1.23962e-12           5.61675e-17           2.97032e-28           0.155361              0               
14     3.15467e-35     2.70565e-40           5.14013e-35           9.97834e-35           4.09714e-40           0.960199              0               
15     8.22728e-38     3.03754e-47           9.59896e-40           3.7364e-37            1.96868e-38           1.26441               0               
16     2.52453e-30     4.9107e-36            1.06311e-30           1.10324e-29           3.17966e-33           1.12236               0               
17     6.14106e-50     1.46192e-65           2.28556e-54           7.59804e-50           2.18323e-49           2.48144               0               
18     1.56219e-33     1.80588e-43           1.96628e-36           1.90016e-33           5.58458e-33           2.48849               0               
19     1.42121e-36     1.96481e-48           2.44683e-39           5.63747e-36           1.17115e-36           1.4801                0               
20     6.83035e-51     1.52378e-68           8.48667e-57           9.03908e-52           3.18301e-50           2.88648               0               
21     1.39428e-05     6.56797e-05           1.13941e-06           5.10734e-10           5.65821e-19           0.14904               0               
22     3.07597e-51     1.55738e-72           5.50504e-59           5.3716e-53            1.46877e-50           2.92859               0               
23     2.61471e-23     7.711e-26             1.12461e-22           1.277e-23             2.30787e-29           0.601995              0               
24     1.86012e-24     4.07941e-25           8.46161e-24           4.49561e-26           2.91884e-34           0.522053              0               
25     7.29257e-22     1.65895e-23           3.36269e-21           1.15635e-22           3.65299e-30           0.556223              0               
26     1.80856e-18     4.29231e-20           7.68364e-18           9.40846e-19           2.11651e-24           0.604544              0               
27     6.54756e-27     8.15285e-31           2.20449e-26           9.33301e-27           1.53383e-33           0.727633              0               
