Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1120)   P(D|M,rr[2]=0.4368)   P(D|M,rr[3]=0.9765)   P(D|M,rr[4]=2.4747)   Posterior mean        P(D|M,rr[0]=0)  
1      0.0130425       0.0161366             0.000421203           1.08249e-06           1.33802e-13           0.0382037             0.057337        
2      0.0105975       0.00170984            7.01871e-08           9.95435e-15           1.23093e-30           0.00452022            0.061197        
3      0.00941896      0.00240733            3.57678e-07           2.83492e-13           3.45499e-28           0.00716345            0.053287        
4      0.0130425       0.0161366             0.000421203           1.08249e-06           1.33802e-13           0.0382037             0.057337        
5      0.0105975       0.00170984            7.01871e-08           9.95435e-15           1.23093e-30           0.00452022            0.061197        
6      4.79655e-05     0.000230372           5.20008e-08           4.53888e-14           1.21988e-27           0.134654              0               
7      0.0130425       0.0161366             0.000421203           1.08249e-06           1.33802e-13           0.0382037             0.057337        
8      0.00941896      0.00240733            3.57678e-07           2.83492e-13           3.45499e-28           0.00716345            0.053287        
9      0.00719001      0.00176526            2.2135e-07            1.16684e-13           3.25597e-29           0.00688063            0.040767        
10     3.53032e-08     1.69073e-07           5.22383e-10           3.01543e-15           3.07737e-29           0.135768              0               
11     3.35709e-07     1.58838e-06           2.43384e-08           9.90078e-12           3.30306e-20           0.140459              0               
12     1.45689e-20     1.02357e-22           6.22756e-20           7.61059e-21           1.88743e-27           0.59449               0               
13     8.75054e-12     4.12755e-11           7.6173e-13            1.056e-17             6.13216e-30           0.141634              0               
14     5.20937e-35     7.79108e-40           1.34719e-34           1.15536e-34           4.68155e-41           0.823808              0               
15     7.71589e-38     4.04015e-47           1.46447e-39           3.65205e-37           3.99865e-39           1.18957               0               
16     2.50159e-31     2.97828e-37           1.48548e-31           1.05315e-30           5.28304e-35           1.09268               0               
17     2.02058e-50     1.88741e-65           3.81625e-54           7.25166e-50           2.45472e-50           1.62773               0               
18     8.39246e-32     1.25652e-40           5.39352e-34           2.44305e-31           1.58326e-31           1.87847               0               
19     6.16478e-39     9.05898e-52           4.33118e-42           1.74149e-38           1.21962e-38           1.91364               0               
20     2.31826e-51     1.2635e-70            1.06214e-57           3.78917e-52           1.07579e-50           2.91087               0               
21     1.25213e-05     5.94977e-05           6.53849e-07           1.19622e-10           1.49606e-20           0.138808              0               
22     2.64344e-53     6.41379e-76           1.72691e-61           3.6978e-55            1.2662e-52            2.96685               0               
23     6.26679e-26     1.9952e-28            2.7125e-25            2.9604e-26            2.31742e-31           0.58806               0               
24     1.17921e-24     3.84218e-25           5.26972e-24           1.09551e-26           1.10011e-35           0.499383              0               
25     1.03006e-21     3.35735e-23           4.8492e-21            6.56153e-23           8.24703e-31           0.53053               0               
26     4.61599e-18     4.3983e-19            2.09562e-17           7.78973e-19           2.05275e-25           0.539614              0               
27     5.27415e-27     9.99615e-31           2.17193e-26           3.61656e-27           5.80933e-35           0.617081              0               
28     6.49468e-08     3.09634e-07           2.36807e-09           6.31213e-14           3.25218e-26           0.137527              0               
29     0.000276455     0.000169724           0.00042267            0.00046877            0.000266913           1.19541               0               
30     2.06377e-06     8.92313e-06           9.84915e-07           6.22713e-09           2.20555e-15           0.173964              0               
31     4.54289e-42     1.79326e-52           1.57922e-43           2.16648e-41           1.16683e-45           1.16812               0               
32     4.33032e-11     2.04683e-10           3.34348e-12           6.77318e-17           3.61186e-30           0.140835              0               
33     7.09691e-41     3.26819e-55           6.5393e-44            3.34022e-40           6.84537e-42           1.20872               0               
34     6.82994e-57     8.2974e-84            1.26469e-67           3.77226e-60           3.2807e-56            2.97189               0               
35     4.53134e-20     3.32591e-21           2.01808e-19           1.25502e-20           1.85673e-26           0.55599               0               
36     1.20413e-14     1.53591e-14           4.22019e-14           2.84906e-16           1.24191e-23           0.424218              0               
37     2.72242e-28     4.75887e-31           1.15293e-27           1.54435e-28           1.50834e-34           0.600975              0               
38     7.94742e-36     3.79956e-46           1.47435e-37           3.79888e-35           4.28383e-38           1.17223               0               
39     0.00717162      0.00167695            1.81266e-07           7.47378e-14           1.06168e-29           0.00655273            0.040767        
40     0.042302        0.042302              0.042302              0.042302              0.042302              1                     0.042302        
41     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
42     0.057337        0.057337              0.057337              0.057337              0.057337              1                     0.057337        
43     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
44     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
45     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
46     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
47     0.0646          0.0646                0.0646                0.0646                0.0646                1                     0.0646          
48     0.062157        0.062157              0.062157              0.062157              0.062157              1                     0.062157        
49     0.069147        0.069147              0.069147              0.069147              0.069147              1                     0.069147        
50     0.099081        0.099081              0.099081              0.099081              0.099081              1                     0.099081        
51     0.053287        0.053287              0.053287              0.053287              0.053287              1                     0.053287        
52     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
53     0.034155        0.034155              0.034155              0.034155              0.034155              1                     0.034155        
54     0.069147        0.069147              0.069147              0.069147              0.069147              1                     0.069147        
55     0.061197        0.061197              0.061197              0.061197              0.061197              1                     0.061197        
56     0.053052        0.053052              0.053052              0.053052              0.053052              1                     0.053052        
57     0.040767        0.040767              0.040767              0.040767              0.040767              1                     0.040767        
58     0.053287        0.053287              0.053287              0.053287              0.053287              1                     0.053287        
59     0.055941        0.055941              0.055941              0.055941              0.055941              1                     0.055941        
60     0.071586        0.071586              0.071586              0.071586              0.071586              1                     0.071586        
61     1.88169e-32     7.51625e-40           1.62618e-32           7.4134e-32            8.29342e-38           1.05612               0               
62     1.90135e-38     1.26037e-49           7.01963e-41           8.73731e-38           3.89698e-39           1.24899               0               
63     1.88701e-40     2.76992e-51           1.62335e-42           8.96823e-40           8.06616e-42           1.18757               0               
64     8.01467e-26     3.05141e-28           3.0618e-25            7.85365e-26           1.16733e-31           0.65648               0               
65     4.92434e-46     1.43374e-61           5.98454e-50           1.40963e-45           9.55941e-46           1.89982               0               
66     4.79699e-06     1.93538e-05           3.6362e-06            5.45449e-08           1.6502e-13            0.198564              0               
67     0.040767        0.040767              0.040767              0.040767              0.040767              1                     0.040767        
68     0.069147        0.069147              0.069147              0.069147              0.069147              1                     0.069147        
69     7.05948e-61     6.28103e-84           4.43157e-69           1.13256e-62           3.38002e-60           2.96608               0               
70     9.3043e-40      2.84811e-55           4.3688e-43            4.43838e-39           3.09363e-41           1.18511               0               
71     2.05096e-24     2.33623e-26           9.73557e-24           9.37743e-26           2.84049e-34           0.529826              0               
72     9.17627e-28     7.99243e-31           4.11922e-27           2.88228e-28           3.19261e-36           0.566889              0               
73     1.4047e-32      6.43635e-44           1.30017e-34           6.72338e-32           1.17259e-34           1.1746                0               
74     3.23453e-43     3.8348e-62            2.96009e-50           4.97164e-45           1.54888e-42           2.96634               0               
75     7.61892e-46     2.11481e-60           2.10616e-49           2.9896e-45            6.70286e-46           1.50221               0               
76     2.22187e-58     5.8357e-87            3.75947e-70           2.76027e-62           1.06735e-57           2.97205               0               
77     1.53952e-46     1.19837e-58           1.01367e-48           7.36213e-46           2.3514e-48            1.17755               0               
78     4.69624e-52     4.69822e-68           1.7855e-56            7.15702e-52           1.54034e-51           2.40125               0               
79     1.58975e-42     4.9498e-58            4.93005e-47           1.31002e-42           6.32705e-42           2.66343               0               
80     1.748e-67       1.64979e-103          5.17524e-84           2.74025e-74           8.39733e-67           2.97209               0               
81     2.0207e-44      5.27859e-59           1.6993e-48            2.78724e-44           6.91995e-44           2.4554                0               
82     1.40823e-17     3.02882e-18           6.25821e-17           2.03986e-18           7.76533e-25           0.526664              0               
83     1.51769e-31     2.66944e-40           9.64873e-33           7.19249e-31           1.92842e-34           1.16462               0               
84     4.35409e-46     3.2875e-59            4.25214e-49           1.82828e-45           2.62986e-46           1.39882               0               
85     2.12422e-49     3.56407e-65           1.82984e-54           6.34819e-50           9.56983e-49           2.86015               0               
86     2.25874e-32     1.10722e-41           1.09065e-33           1.07378e-31           4.02741e-35           1.16687               0               
87     2.42451e-63     8.91791e-94           7.11808e-76           1.25419e-67           1.16471e-62           2.97207               0               
88     1.30319e-48     1.76186e-64           2.16757e-53           7.91543e-49           5.46891e-48           2.74458               0               
89     7.56811e-54     6.75182e-75           1.21502e-61           9.88386e-56           3.62581e-53           2.9672                0               
90     3.75005e-54     6.06726e-77           3.40598e-63           8.15024e-57           1.80069e-53           2.97128               0               
91     1.70758e-69     1.6578e-104           4.95733e-85           2.30761e-75           8.20312e-69           2.97209               0               
92     2.21195e-65     7.68555e-99           2.85388e-80           5.3115e-71            1.06261e-64           2.97209               0               
93     3.64467e-42     2.36845e-65           2.66946e-53           7.17156e-47           1.75088e-41           2.97209               0               
94     4.28941e-14     2.26825e-17           1.7542e-14            1.57386e-13           3.11112e-14           1.3891                0               
95     8.38708e-40     8.87634e-63           7.23239e-50           1.43474e-43           4.02898e-39           2.97203               0               
96     4.92032e-16     5.21187e-19           2.77389e-16           1.55728e-15           5.28513e-16           1.49876               0               
97     0.0052442       0.00566171            0.00828585            0.00628748            0.00495787            1.08035               0               
98     0.00161146      0.000368271           0.00123128            0.002326              0.00381586            1.90718               0               
99     0.022951        0.022951              0.022951              0.022951              0.022951              1                     0.022951        
100    4.98714e-14     3.58688e-14           1.80354e-13           2.33559e-14           9.74229e-19           0.529385              0               
101    7.03772e-57     1.26609e-75           5.83287e-63           1.25328e-57           3.25556e-56           2.90539               0               
102    2.88485e-43     3.58209e-59           5.72121e-47           1.09798e-42           2.87836e-43           1.54641               0               
